"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__forwarded_from","messages__text__type","messages__text__text","messages__text__href","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__edited","messages__photo"
"","","","","","","","","","","","","","","","","","italic","◦ Осудить чрезмерное применение силы белорусскими спецслужбами против протестующих;\n◦ Созвать специальное заседание Совета ООН по правам человека для обсуждения ситуации с правами человека в Беларуси;\n◦ незамедлительно направить в Беларусь международную мониторинговую миссию для документирования ситуации на местах.","","","","","","","","",""
"","","","101","message","2020-09-05T05:50:25","Светлана Тихановская","9927689195","","","","","","","1280","960","","bold","Светлана Тихановская встретилась с Павлом Латушко, членом президиума Координационного Совета, бывшим послом и министром культуры Беларуси: \n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","“Мы не были лично знакомы, но я очень рада, что мы продолжаем борьбу вместе. Господин Латушко показал своим примером, что никогда не поздно перейти на сторону народа. Он хорошо знает, как работает так называемая “власть” изнутри, и продолжает важную работу по усилению Координационного Совета для  организации переговорного процесса. Я очень ценю, что мы работаем для новой Беларуси единой командой”.","","","","","","","","","","","","","","","","","","",""
"","","","102","message","2020-09-05T11:32:37","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","816","848","","bold","Светлана Тихановская: Один за всех и все за одного!","","","","","","","","2020-09-05T11:35:34",""
"","","","","","","","","\n\nМарш Единства, 6 сентября 14:00. Минск и регионы","","","","","","","","","","","","","","","","","","",""
"","","","103","message","2020-09-05T12:57:11","Светлана Тихановская","9927689195","Смотрите в прямом эфире!  ","","","","","","","","","","","","","","","","","","2020-09-05T13:43:40",""
"","","","","","","","","","","","","","","","","","bold","Светлана Тихановская отвечает на ваши вопросы. \n","","","","","","","","",""
"","","","","","","","","\n""Беларусы придают мне сил бороться дальше. А беларуские женщины… Это просто прекрасно. Мы демонстрируем, что мы вместе. И я надеюсь, что я, Мария и Вероника стали мотиваторами такого женского движения. Женщины Беларуси, вы лучшие!""","","","","","","","","","","","","","","","","","","",""
"","","","104","message","2020-09-05T13:45:31","Светлана Тихановская","9927689195","","","","","","","1280","744","","bold","Светлана Тихановская в прямом эфире: ","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","""Беларусы придают мне сил бороться дальше. А беларуские женщины… Это просто прекрасно. Мы демонстрируем, что мы вместе. И я надеюсь, что я, Мария и Вероника стали мотиваторами такого женского движения. Женщины Беларуси, вы лучшие!""","","","","","","","","","","","","","","","","","","",""
"","","","105","message","2020-09-05T13:50:25","Светлана Тихановская","9927689195","Мария Колесникова и Вероника Цепкало ","","","","","","1280","721","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","","","","","","","","","","text_link","присоединились","https://www.youtube.com/watch?v=tdgkqx6nZIo","","","","","","","",""
"","","","","","","",""," к стриму и высказались в поддержку единства.","","","","","","","","","","","","","","","","","","",""
"","","","106","message","2020-09-06T03:45:46","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","","video_file","video/mp4","308","640","360","","bold","Светлана Тихановская:\n","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Вчера мы встретились с Марией и Вероникой. Я хочу сказать белорусам, что мы вместе. Мы действуем и продолжаем борьбу вместе. Точно так же, как и весь белорусский народ. И хотя мы не находимся вместе физически, но мы вместе духом. Надеюсь, у нас скоро будет возможность вернуться. Мы очень этого хотим. Дорогие белорусы - мы с вами душой и сердцем. Мы благодарим всех, кто продолжает выходить на демонстрации, участвует в протестах. И хотя мы не можем быть с вами физически, но мы делаем все возможное, чтобы победить.","","","","","","","","",""
"","","","107","message","2020-09-07T06:24:34","Светлана Тихановская","9927689195","","","","","","","1280","1235","","bold","Светлана Тихановская прокомментировала возможное похищение Колесниковой  и команды:\n","","","","","","","","2020-09-07T06:37:13","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Режим занимается террором, по-другому это не назовешь. Похищение Марии Колесниковой, Антона Родненкова и Ивана Кравцова — это попытка сорвать работу Координационного Совета. Но это нас не остановит. Чем больше они запугивают, тем больше людей будет выходить на улицу. Мы продолжим борьбу, будем добиваться освобождения всех заключенных и проведения новых честных выборов”.","","","","","","","","",""
"","","","108","message","2020-09-08T03:05:33","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская о задержании Колесниковой:\n","","","","","","","","2020-09-08T03:13:51",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Мария Колесникова должна быть освобождена немедленно, как и все ранее задержанные члены Координационного Совета  и политзаключенные. Задача Координационного Совета — быть платформой для переговоров. Другого решения нет, и Лукашенко должен это осознать. Нельзя держать народ в заложниках. Похищая людей среди дня, Лукашенко демонстрирует свою слабость и страх”","","","","","","","","",""
"","","","109","message","2020-09-08T08:30:47","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская выступила сегодня в ПАСЕ","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","( Парламентская Ассамблея Совета Европы )","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Она заявила, что Лукашенко не обладает легитимностью в качестве президента: ""Он более не представляет Беларусь. Силы и страны, который заключают соглашения с Лукашенко, делают это на свой страх и риск”.  \n\n""Нам необходимо международное давление на этот режим, на этого одного человека, который цепляется за власть. Нам нужны санкции против лиц, которые издают и выполняют преступные приказы, нарушающие международные нормы и права человека” — подчеркнула Тихановская.","","","","","","","","",""
"","","","110","message","2020-09-08T08:36:48","Светлана Тихановская","9927689195","","","","","","","1280","960","","bold","Светлана Тихановская написала письма всем политзаключенным.","","","","","","","","2020-09-08T09:21:15","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\nКаждое письмо за решеткой помогает нашим друзьям и близким, потому что показывает им нашу любовь и солидарность. Никто из них не забыт. И мы каждый день боремся за их свободу!\nДаже если письмо не попадет адресату (мы знаем гнусные методы режима), каждое письмо работает все равно: оно показывает сотрудникам учреждения, что этот человек имеет большую поддержку на воле, а значит, с ним лучше дружить, потому что не сегодня-завтра ситуация поменяется. \nТак что пишите всем, кто оказался за решеткой, борясь за свои права!\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","Адреса политзаключенных тут","http://spring96.org/be/news/49510","","","","","","","",""
"","","","","","","","",".","","","","","","","","","","","","","","","","","","",""
"","","","111","message","2020-09-08T14:54:30","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","103","854","480","","bold","Светлана Тихановская поддержала Марию Колесникову и ее поступок на границе: ","","","","","","","","2020-09-08T15:40:07",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Порвав свой паспорт на границе, Мария сломала систему выдавливания людей за рубеж. Для меня она герой, конечно. К сожалению, мы точно не знаем, где Мария теперь находится. Вообще, это похищение — это очень низко. Раз власть прибегает к таким методам, значит, никакой поддержки у нее вообще нет.”","","","","","","","","",""
"","","","","","","","","\n\nТакже Светлана призвала продолжать борьбу и высказала солидарность со  всеми, кто выходит на улицу.","","","","","","","","","","","","","","","","","","",""
"","","","112","message","2020-09-09T02:00:09","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","295","854","480","","bold","Светлана Тихановская обратилась к Россиянам\n\n","","","","","","","","2020-09-09T03:03:54",""
"","","","","","","","","","","","","","","","","","italic","""Мы, Белорусы, очень признательны россиянам, которые уже поддерживают борьбу белорусского народа за свободу. Мы не забудем никакие из жестов или акций солидарности. Спасибо вам за это! Российские независимые журналисты и блогеры, отдельно благодарю вас за внимание к происходящему в нашей стране, за готовность разговаривать с простыми белорусами – и транслировать их мнения. Это правда  помогает снижать эффект российской и белорусской пропаганды, мешает настроить наши народу друг против друга.\n \nДавайте не позволим пропаганде отравить взаимоотношения между дружественными народами, а необдуманным решениям политиков – ударить по интересам как Беларуси, так и России. Поддержите белорусский народ.""","","","","","","","","",""
"","","","113","message","2020-09-09T03:04:06","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская требует немедленно освободить Максима Знака, члена Президиума Координационного Совета:","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Требую немедленно освободить Максима Знака, задержанного, или более правильно будет сказать, похищенного сегодня. Методы, которые использует так называемая власть, — возмутительны. Требую также освободить Сергея Дылевского и Марию Колесникову, а также гарантировать безопасное возвращение в страну Павла Латушко и Ольги Ковальковой. \n\nНесомненно, Лукашенко боится переговоров и пробует таким образом парализовать работу Координационного Совета, запугать его членов. Но альтернативы переговорам нет, и Лукашенко придется это принять”.","","","","","","","","",""
"","","","114","message","2020-09-09T04:41:07","Светлана Тихановская","9927689195","","","","","","","925","501","","bold","Светлана Тихановская продолжает официальный визит в Варшаву.","","","","","","","","2020-09-09T04:41:34","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n Она встретилась с премьером Польши Матеушом Моравецким, открыла новую штаб-квартиру Беларусского дома. Также Тихановская встретилась с членами президиума Координационного совета Ольгой Ковальковой и Павлом Латушко. Тихановская встретится с беларусами Варшавы, участниками движения “Солидарность”, прочитает лекцию в Варшавском университете.","","","","","","","","","","","","","","","","","","",""
"","","","115","message","2020-09-09T14:52:39","Светлана Тихановская","9927689195","","","","","","","960","640","","bold","О чем Светлана Тихановская говорила во время первого дня визита в Польшу:\n\n","","","","","","","","2020-09-09T14:57:34","(File not included. Change data exporting settings to download.)"
"","","","","","","","","— Поблагодарила Польшу за поддержку и взвешенную и принципиальную позицию по Беларуси;\n— Подчеркнула, что беларусский суверенитет не продается, и все страны должны его уважать;\n— Призвала поддерживать фонды помощи репрессированным и солидарности с рабочими в Беларуси;\n— Попросила не признавать договоры, подписанные нелегитимным Лукашенко;\n—  Призвала к индивидуальным санкциям против виновных в фальсификациях, разгонах протестов, избиениях и пытках.\n\nСветлана Тихановская также обсудила возможную помощь для исключенных студентов, уволенных рабочих и преподавателей вузов. Говорила с премьером о плане экономической помощи Беларуси. \n\nТакже Светлана Тихановская символически открыла Беларусский дом в Варшаве, где беларусские организации, медиа и студенты смогут собираться работать.\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Фото:  PAP/Leszek Szymański","","","","","","","","",""
"","","","116","message","2020-09-09T15:29:29","Светлана Тихановская","9927689195","В ответ на выступление ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Светланы Тихановской","","","","","","","","",""
"","","","","","","",""," 8 сентября в ПАСЕ, в котором она рассказала о том, что происходит, ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","ПАСЕ инициирует","https://naviny.media/new/20200909/1599669726-pase-iniciiruet-sozdanie-mezhdunarodnogo-sledstvennogo-organa-po?utm_source=dlvr.it&utm_medium=facebook&fbclid=IwAR31cXPEZQw6IvbIHc4-PvocZjz4HKkkSxcQ8nBqch-UE1cTDaOG7RHJwIg","","","","","","","",""
"","","","","","","",""," создание международного следственного органа по правонарушениям в Беларуси","","","","","","","","","","","","","","","","","","",""
"","","","117","message","2020-09-09T16:38:49","Светлана Тихановская","9927689195","Светлане Тихановской вручен специальный приз экономического форума, проходящего в эти дни в Польше. Ее представили ""президент элект"", что значит: избранный президент.\n\n","","","","","","1280","960","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","","","","","","","","","","italic","""Это не моя награда. Это награда каждого гражданина Республики Беларусь"", — ","","","","","","","","",""
"","","","","","","","","сказала Светлана.","","","","","","","","","","","","","","","","","","",""
"","","","118","message","2020-09-10T05:49:08","Светлана Тихановская","9927689195","","","","","","","1280","720","","bold","Светлана Тихановская поддержала Юрия Корзуна и протестующих шахтеров: \n","","","","","","","","2020-09-10T06:16:44","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Я внимательно слежу за событиями в Солигорске. Вся Беларусь следит. Мои дорогие шахтеры, вы — надежда Беларуси, а Юрий Корзун — настоящий  герой. Когда творится в стране беззаконие, нельзя оставаться в стороне. И я очень горжусь всеми,  кто поддержал Юрия. Шахтеры, я знаю, что на вас сильно давят,  но теперь от нас всех многое зависит. ","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Помните, что забастовки — один из самых эффективных способов протеста. И это наше Конституционное право”.","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","Не бойтесь остаться один на один со своими проблемам, если вас уволят. Каждый, кто потеряет работу, получит поддержку белорусского общества. Вы не одни, и наша сила в солидарности”","","","","","","","","",""
"","","","119","message","2020-09-11T05:04:16","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","118","852","480","","bold","Светлана Тихановская","","","","","","","","2020-09-11T05:55:21",""
"","","","","","","",""," и ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Ольга Ковалькова ","","","","","","","","",""
"","","","","","","","","призвали беларусов присоединяться к Координационному Совету:\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","""Координационный Совет продолжает работать. Невозможно остановить солидарность и стремление народа к правде и справедливости. Мы призываем вас поддержать Координационный совет и стать его членами"". \n\n","","","","","","","","",""
"","","","","","","","","Присоединиться к Координационному совету ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","можно здесь.","https://docs.google.com/forms/d/e/1FAIpQLSeVROjbMeRnWO1pCt-cLoi3IgITN7EWAkzDwo_ZlglL6ENGow/viewform","","","","","","","",""
"","","","120","message","2020-09-11T05:45:51","Светлана Тихановская","9927689195","Сегодня у Светланы Тихановской День рождения, она благодарит всех за поддержку, призывает беларусов продолжать борьбу: \n\n","","","","","","1141","795","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","","","","","","","","","","italic","“Я благодарна каждому из вас за поздравления и веру в победу. Это 34 день нашего активного противостояния. Каждый из нас все поставил на нашу победу. И каждый на своем посту делает максимум того, что от него зависит, чтобы достичь наших целей: добиться ухода Лукашенко и провести новые — честные и справедливые — выборы!” \n\n","","","","","","","","",""
"","","","","","","","","Сегодня Светлана продолжает консультации с Координационным Советом, работает с командой над планом дальнейших действий и поддержки движения рабочих. Она обсудила с сестрой Марии Колесниковой, чем может помочь ей.","","","","","","","","","","","","","","","","","","",""
"","","","122","message","2020-09-12T05:17:13","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","100","852","480","","bold","Светлана Тихановская ","","","","","","","","",""
"","","","","","","","","обратилась к участникам Марша Героев, который пройдет в это ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","воскресенье в 14:00","","","","","","","","",""
"","","","","","","","",", в Минске и регионах.","","","","","","","","","","","","","","","","","","",""
"","","","123","message","2020-09-12T08:40:18","Светлана Тихановская","9927689195","","","","","","","756","540","","bold","Светлана Тихановская призвала бойцов ОМОНа остановить насилие:","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Я призываю ОМОН остановиться. Вам будет стыдно за то, что вы делаете сегодня. Насилие, которое вы применяете к женщинам, возмутительно. Я хочу вас предупредить, что каждый, кто совершает преступления против мирных демонстрантов и своего народа, понесет ответственность. У вас есть шанс перейти на сторону народа и не выполнять преступных приказов”","","","","","","","","",""
"","","","124","message","2020-09-13T05:38:29","Светлана Тихановская","9927689195","","","","","","","956","1076","","italic","Я поздравляю всех с еще одним воскресеньем свободы. Сегодня марш посвящен нашим героям — всем, кто продолжает борьбу. Давайте покажем режиму, что мы — мирный народ, который не приемлет насилие и ложь. Уверена, что все, кто за перемены, будут сегодня на марше.\n\nА вечером в 20:00 я планирую стрим, присоединяйтесь обсудить!""","","","","","","","","2020-09-13T05:39:32","(File not included. Change data exporting settings to download.)"
"","","","125","message","2020-09-13T13:20:24","Светлана Тихановская","9927689195","Светлана Тихановская ","","","","","","1280","738","","","","","","","","","","","2020-09-13T13:32:10","(File not included. Change data exporting settings to download.)"
"","","","","","","","","","","","","","","","","","text_link","отвечает","https://www.youtube.com/watch?v=Z6BcrKYiIrY&feature=youtu.be","","","","","","","",""
"","","","","","","",""," на ваши вопросы в прямом эфире.  \n\nО международных встречах:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“У меня каждый день звонки с лидерами разных стран. Я чувствую искреннюю поддержку. Все нас поддерживают, спрашивают, чего мы хотим. Очень вдохновляют эти встречи. Все готовы в нас инвестировать и помогать нашему государству развиваться после перемен”.\n\n","","","","","","","","",""
"","","","","","","","","О силовиках:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Я хотела бы обратиться к силовикам. Я знаю, что вы исполняете приказы Лукашенко. Но после инаугурации все его приказы теряют любую силу. Поэтому я призываю всех вас перейти на сторону народа до этой даты”.\n\nОб","","","","","","","","",""
"","","","","","","",""," учителях:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Очень жаль, что наших учителей, профессоров увольняют. Но сейчас самое время высказывать гражданскую позицию, даже если вам грозит увольнение. Кому-то хватает смелости высказывать гражданскую позицию, а кому-то ","","","","","","","","",""
"","","","","","","","","— ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","нет. Учителя, если вы можете, высказывайте свою позицию. Даже если вас уволят, вам обязательно помогут. Когда мы победим, все будут возвращены на свои рабочие места”.","","","","","","","","",""
"","","","126","message","2020-09-14T02:00:07","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","323","640","640","","italic","Цяпер я не Святлана Ціханоўская. Я – Сяргей Ціханоўскі.\nЯ – палітычны вязень. Мяне арыштавалі, білі, катавалі за кратамі.\nЯ – настаўнік, для якога важная сумленнасць.\nЯ – дзіцё, чый бацька цяпер страйкуе. Я – не Святлана Ціханоўская. Я – кожная асоба ў маёй Беларусі.\n\n","","","","","","","","",""
"","","","","","","","","Паглядзіце гістарычны выступ Святланы Ціханоўскай падчас цырымоніі ўзнагароджвання ў цэнтральнаеўрапейскім Давосе, Эканамічным форуме ў г. Карпач, Польшча\n\nЗала апладзіравала стоячы. Кажуць, гэта здарылася ўпершыню за ўсю гісторыю польскага эканамічнага форуму.\n\nИсточник: Белсат TV","","","","","","","","","","","","","","","","","","",""
"","","","127","message","2020-09-14T04:50:54","Светлана Тихановская","9927689195","","","","","","","1280","854","","bold","Светлана Тихановская о встрече Путина с Лукашенко:","","","","","","","","2020-09-14T04:52:17","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Я хочу напомнить Владимиру Путину: что бы вы ни приняли и о чем бы вы ни договорились во время встречи в Сочи — это не будет иметь законной силы. Все договоры, подписанные с нелегитимным Лукашенко, будут пересмотрены новой властью. Потому что беларусский народ отказал Лукашенко в доверии и поддержке на выборах. Я очень сожалею, что вы решили вести диалог с узурпатором, а не с беларусским народом”.","","","","","","","","",""
"","","","128","message","2020-09-14T10:51:16","Светлана Тихановская","9927689195","","","","","","","1280","885","","italic","У меня многие просят дать комментарий по поводу кредита, который Путин намерен дать Лукашенко. Я надеюсь, что Путин понимает, что именно Лукашенко, а не наш народ, должен будет отдавать этот кредит. Мой комментарий - это обращение к гражданам России: ""Дорогие россияне! Вашими налогами будут оплачены наши побои. Мы уверены, что вы этого не хотели бы"". Агонию Лукашенко это может продлить, но победы народа предотвратить не сможет.","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","129","message","2020-09-15T09:05:37","Светлана Тихановская","9927689195","","","","","","","1280","960","","bold","Светлана Тихановская поздравила Купаловский театр со столетием:","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«Дорогие купаловцы, вы не только лучшие актеры страны. Вы стали настоящими героями современной Беларуси. Несмотря на то, что свой юбилей вы отмечаете за закрытыми дверями, мы, ваши зрители, и вся страна восхищаемся вашей стойкостью и смелостью. Вы выдержали угрозы, поддержали своего директора Павла Латушко, осудили фальсификацию выборов и репрессии. Этим вы сделали нашу победу ближе.\n\nЯ не удивлена, что именно Купаловский театр стал одним из центров сегодняшнего протеста. В здании театра происходили события, которые стали основополагающими для истории нашей страны. Тут выступали великие актеры, ставились знаковые спектакли, которыми мы восхищаемся до сих пор. Я благодарна вам за то, что и сегодня вы создаете историю.\n\nЯ уверена, что легендарный театр скоро откроется в новой и свободной Беларуси, которая уважает свою культуру и историю. С юбилеем, дорогие купаловцы!»","","","","","","","","",""
"","","","130","message","2020-09-15T10:57:04","Светлана Тихановская","9927689195","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","108","1280","720","","bold","Светлана Тихановская поддержала адвоката Максима Знака:","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“На прошлой неделе, 9 сентября 2020 года, произошло беспрецедентное событие: в Минске был арестован мой адвокат Максим Знак. Он представлял меня при обжаловании официального результата выборов в Верховный Суд. 19 августа 2020 года я инициировала создание Координационного Совета. По моему поручению и доверенности, Максим Знак работал над тем, чтобы процесс его создания и деятельности происходил в правовом поле.\n\nТаким образом, власть Беларуси прошла очередной рубеж правового произвола. За профессиональную деятельность начали арестовывать адвокатов. Это значит, что белорусы могут утратить последние возможности защиты. Именно поэтому арест адвоката Максима Знака требует отдельного внимания. Я призываю белорусов к солидарности с адвокатами. Прошу поддержки от профессиональных ассоциаций адвокатов в стране и за рубежом. Я требую от власти освобождения адвоката Максима Знака и других политических заключенных”.","","","","","","","","",""
"","","","131","message","2020-09-16T05:54:37","Светлана Тихановская","9927689195","","","","","","","800","600","","bold","Святлана Ціханоўская паразмаўляла са старшынёй Рады БНР Івонкай Сурвіллай\n\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","Падчас тэлефоннага званка Святлана Ціханоўская падзякавала Івонцы Сурвілле за шматгадовую працу на карысць незалежнай і свабоднай Беларусі і за падтрымку беларускай дыяспары. Івонка Сурвілла ў сваю чаргу асабіста прывітала Святлану Ціханоўскую з перамогай і выказала словы падтрымкі ад імя беларускай дыяспары і Рады БНР.\n\nРада Беларускай Народнай Рэспублікі — найвышэйшы кіраўнічы орган БНР, які з 1919 года дзейнічае на эміграцыі і яўляе сабой адну з ключавых палітычных арганізацый беларускай дыяспары.","","","","","","","","","","","","","","","","","","",""
"","","","132","message","2020-09-16T11:37:53","Светлана Тихановская","9927689195","","","","","","","1280","854","","bold","Светлана Тихановская прокомментировала слова директора Службы внешней разведки РФ Сергея Нарышкина:","","","","","","","","2020-09-16T12:12:31","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Причина протестов в Беларуси одна и всем известна: Лукашенко проиграл выборы, но не хочет уходить. Народ, который отказал бывшему президенту в доверии и поддержке, требует его ухода. \n\nЭто внутренний политический кризис, в требованиях протестующих нет ничего, что касалось бы отношений с другими странами или изменения внешнеполитической ориентации Беларуси. Это стоило бы понять руководителю СВР России господину Нарышкину вместо того, чтобы транслировать несвежие пропагандистские штампы”.","","","","","","","","",""
"","","","133","message","2020-09-17T02:32:00","Светлана Тихановская","9927689195","","","","","","","1280","887","","bold","Светлана Тихановская готовит ""список Тарайковского"":","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","“Нам передали имена и фамилии тех, кто пытает и избивает людей. Поэтому мы готовим отдельный список чиновников и силовиков, которые участвовали и продолжают участвовать в милицейском произволе. Мы назвали его “списком Тарайковского”. Александр Тарайковский стал первой жертвой милицейского произвола. В санкционный список войдут лица, причастные к пыткам, незаконным арестам и издевательствам над задержанными. Для идентификации виновных мы активно работаем с правозащитниками и проектом “Черная книга Беларуси”. Мы передадим этот список в Украину, Турцию, Россию, страны Евросоюза и США. Список будет опубликован, и будет постоянно расширяться. \n\nЯ предлагаю силовикам остановить насилие и перейти на сторону беларусского народа. В противном случае вам не избежать справедливого суда и наказания”.","","","","","","","","",""
"","","","134","message","2020-09-17T06:44:29","Светлана Тихановская","9927689195","","","","","","","","","","bold","Светлана Тихановская завела свой профиль в Instagram. Это единственный официальный профиль избранного беларусским народом президента\n\n","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«Дорогие беларусы!\nВсе мы с вами в этом году сделали осознанный выбор – мы идем к новой, свободной Беларуси. Я понимаю, что для победы нужно использовать все информационные каналы, и поэтому появился этот аккаунт. Я не могу быть рядом с вами физически, но буду поддерживать вас всеми доступными способами. Ведь наша сила – в един","","","","","","","","",""
"","","","","","","","","стве».","","","","","","","","","","","","","","","","","","",""
"","","","135","message","2020-09-17T11:21:58","Светлана Тихановская","9927689195","Сегодня члены объединения «Беларусы в Швеции» торжественно вручили Светлане Тихановской доверительную грамоту на ее имя и картину!\nДиаспоры белорусов демонстрируют абсолютную поддержку Светлане, верят в будущее нашей прекрасной страны и рассчитывают, что начало плодотворному сотрудничеству уже положено!","","","","","","1280","960","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","136","message","2020-09-17T11:21:59","Светлана Тихановская","9927689195","","","","","","","1280","960","","","","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","137","message","2020-09-17T12:03:30","Светлана Тихановская","9927689195","","","","","","","1038","786","","bold","Светлана Тихановская прокомментировала давление на Николая Козеко и всех спортсменов Беларуси\n","","","","","","","","","(File not included. Change data exporting settings to download.)"
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","""Николай Козеко – бессменный главный тренер национальной команды Беларуси по фристайлу с 1993 года. Он воспитал нескольких олимпийских чемпионов. Он в профессии дольше, чем Лукашенко у  власти. Но сегодня у него отобрали именную президентскую стипендию и потребовали вернуть (!) деньги за целый год (!!!). Это прямое давление на спортсменов и лично на Николая Ивановича за то, что он сказал о недопустимости насилия по отношению к мирным гражданам.\nЛюдей увольняют, лишают званий и средств к существованию, которые они заработали честным и тяжелым трудом, –- в отличие от так называемой «власти».\n\nСейчас многих спортсменов обязывают выплачивать деньги за обучение. Я лично даю гарантию, что проведу экономическую амнистию всем спортсменам, которых шантажируют таким низким способом. Нервная агония режима заставляет его принимать подобные решения. Но нашу солидарность уже не сломить!""","","","","","","","","",""
