"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__reply_to_message_id","messages__file","messages__media_type","messages__mime_type","messages__duration_seconds","messages__thumbnail","messages__text__href","messages__forwarded_from","messages__actor","messages__actor_id","messages__action","messages__message_id"
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/dzesyac-krutyx-belaruskix-pismennikay","","","","","","","","","","","",""
"","","","14842","message","2020-08-26T03:08:09","","Onliner","9598013669","","","","Стартуем! Доллар со старта торгов побил исторический рекорд и подорожал сразу на 4,77 копейки до отметки в 2,6505.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/dollar-so-starta-torgov-pobil-istoricheskij-rekord","","","","","","","","","","","",""
"","","","14843","message","2020-08-26T04:16:04","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","Бизнесмен Андрей Воронин, вошедший в состав Координационного совета по Брестчине, покинул страну. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«За мной пришли. Только в воскресенье я шел по Минску с двухсоттысячной толпой, а сегодня я уже в бегах. Все произошло очень стремительно, они долго с такими вещами не тянут. Мне опечатали всю мастерскую со всеми станками, материалом и изделиями»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/26/za-mnoj-prishli-biznesmen-andrej-voronin-voshedshij-v-sostav-koordinacionnogo-soveta-po-brestchine-pokinul-stranu","","","","","","","","","","","",""
"","","","14844","message","2020-08-26T05:00:53","","Onliner","9598013669","","","","По данным МВД, во вторник на митинги «в поддержку мира, безопасности и спокойствия» вышли  не менее 16 750 человек, а на протестные акции не больше 4800 человек\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/mvd-poschitalo-skolko-chelovek-prishli-na-mitingi-vo-vtornik","","","","","","","","","","","",""
"","","","14845","message","2020-08-26T05:55:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","В Новой Боровой кто-то разрисовал автомобиль экс-ведущего «Беларусь 1» Евгения Перлина\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://auto.onliner.by/2020/08/26/perlin-avto-razrisovali","","","","","","","","","","","",""
"","","","14846","message","2020-08-26T06:06:01","","Onliner","9598013669","","","","Создана межведомственная комиссия для проверки признаков преступлений представителей правоохранительного блока. В неё вошли представители Генпрокуратуры, Следственного комитета, Министерства внутренних дел, Государственного комитета судебных экспертиз\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/sozdana-mezhvedomstvennaya-komissiya-dlya-proverki","","","","","","","","","","","",""
"","","","14847","message","2020-08-26T07:18:17","","Onliner","9598013669","","848","464","Светлана Алексиевич пришла в Следственный комитет в качестве свидетеля по уголовному делу, возбужденному по факту создания Координационного совета\n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","74","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/svetlana-aleksievich-vyzvana-v-sledstvennyj-komitet-onlajn","","","","","","","","","","","",""
"","","","14848","message","2020-08-26T07:46:38","","Onliner","9598013669","","848","464","Светлана Алексиевич общается с журналистами перед допросом в СК","","","14847","(File not included. Change data exporting settings to download.)","video_file","video/mp4","264","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14849","message","2020-08-26T08:02:32","","Onliner","9598013669","","","","В Беларуси зарегистрировано 70 974 (+247) случаев COVID-19. Умерли 657 пациентов, выписаны 69 378 человек\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/v-belarusi-vyyavleno-70-974-sluchaev-covid-19-plyus-247-za-sutki","","","","","","","","","","","",""
"","","","14850","message","2020-08-26T08:14:04","","Onliner","9598013669","","","","Украина закрывает границы с 29 августа по 28 сентября из-за угрозы коронавируса\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/ukraina-snova-zakryvaet-granicy-iz-za-ugrozy-koronavirusa","","","","","","","","","","","",""
"","","","14851","message","2020-08-26T08:19:54","","Onliner","9598013669","","","","Глава стачкома МЗКТ Александр Лавринович получил 10 суток ареста\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/26/glava-stachkoma-mzkt-poluchil-10-sutok","","","","","","","","","","","",""
"","","","14852","message","2020-08-26T08:54:41","","Onliner","9598013669","","","","Из Купаловского театра уволены 58 сотрудников, среди них 36 актеров. \n\nВчера сотрудники написали заявления на увольнение, адресованные новому руководителю театра. Сегодня они были удовлетворены\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/iz-kupalovskogo-uvoleny-58-sotrudnikov-sredi-nix-36-akterov","","","","","","","","","","","",""
"","","","14853","message","2020-08-26T09:14:55","","Onliner","9598013669","","","","Вчера в соцсетях появилась информация, о том, что якобы теперь  в Беларусь разрешено ввозить не более 1000 долларов. В пресс-службе Государственного таможенного комитета говорят, никаких изменений нет. И как и раньше декларировать нужно сумму, превышающую 10 тысяч долларов\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://auto.onliner.by/2020/08/26/gtk-o-soobshheniyax-pro-limity-na-vvoz-valyuty-kak-i-prezhde-deklarirovat-nuzhno-summu-prevyshayushhuyu-10-tysyach","","","","","","","","","","","",""
"","","","14854","message","2020-08-26T09:16:50","","Onliner","9598013669","","","","В «Комсомольскую правду в Беларуси» пришел Госконтроль. По словам генерального директора компании, представители Госконтроля проверяют офисную технику, в том числе служебные компьютеры\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/proveryayut-sluzhebnye-kompyutery-v-komsomolskuyu-pravdu-v-belarusi-prishel-goskontrol","","","","","","","","","","","",""
"","","","14855","message","2020-08-26T09:18:35","","Onliner","9598013669","","","","В доме Валерия и Вероники Цепкало в Минске проходит обыск\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/26/v-dome-cepkalo-proxodit-obysk","","","","","","","","","","","",""
"","","","14856","message","2020-08-26T10:27:38","","Onliner","9598013669","","1280","720","Сегодня после окончания первой смены на БелАЗе рабочие предприятия вышли в центр Жодино. К ним присоединились местные жители\n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/xronika-dnya-3","","","","","","","","","","","",""
"","","","14857","message","2020-08-26T11:38:37","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","824","Сегодня в разных районах Минска люди собирают подписи под заявлением на созыв собрания избирателей. Такая процедура была запущена инициативой «Честные люди» для отзыва депутатов. Наш журналист сообщает, что возле администрации Партизанского района выстроилась очередь из желающих поставить свою подпись. В пик здесь собралось больше сотни человек\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/xronika-dnya-3","","","","","","","","","","","",""
"","","","14858","message","2020-08-26T11:38:37","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","824","","","","","","","","","","","","","","",""
"","","","14859","message","2020-08-26T12:41:58","","Onliner","9598013669","","1280","720","Вечером на площади Независимости опять собрались люди. От силовиков в громкоговоритель было объявлено стандартное предупреждение о недопустимости проведения несанкционированных массовых мероприятий и возможности применения физической силы, если последуют провокации.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14860","message","2020-08-26T13:00:44","","Onliner","9598013669","","1280","720","Ещё одно небольшое видео с вечерней площади Независимости","","","14859","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14861","message","2020-08-26T13:47:54","","Onliner","9598013669","","","","A1 сообщил об ухудшении качества мобильного интернета по требованию госорганов. 26 августа с 20:40 на территории  Минска будет снижена пропускная способность мобильного интернета\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://tech.onliner.by/2020/08/26/a1-soobshhil-ob-uxudshenii-kachestva-mobilnogo-interneta-po-trebovaniyu-gosorganov","","","","","","","","","","","",""
"","","","14862","message","2020-08-26T13:49:12","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Акцию на площади Независимости разогнали, но о задержаниях на данный момент неизвестно. Наш корреспондент сообщила, что люди в основном разбежались\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/26/xronika-dnya-3","","","","","","","","","","","",""
"","","","14863","message","2020-08-26T13:49:12","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14864","message","2020-08-26T13:52:51","","Onliner","9598013669","","","","Очевидцы сообщают, что ОМОН окружил оставшихся на площади людей. Пока что задержаний не было.","","","14863","","","","","","","","","","",""
"","","","14865","message","2020-08-26T14:01:18","2020-08-26T14:25:13","Onliner","9598013669","","","","На площади Независимости остались силовики и несколько небольших групп людей в гражданской одежде — непонятно, кто именно это.","","","14864","","","","","","","","","","",""
"","","","14866","message","2020-08-26T14:36:29","","Onliner","9598013669","","","","В костеле, по словам мужчины, который находился там, было около 40-60 человек (включая журналистов), когда силовики закрыли все двери. Минут через 30-40 все успокоилось, люди без проблем стали выходить из костела.","","","14865","","","","","","","","","","",""
"","","","14867","message","2020-08-26T14:52:19","2020-08-26T15:13:15","Onliner","9598013669","","","","Незарегистрированный в Беларуси центр «Вясна» сообщает о пятерых задержанных на акции на площади Независимости. Среди них — сотрудник издания «Наша Нiва».","","","14866","","","","","","","","","","",""
"","","","14868","message","2020-08-26T16:39:21","","Onliner","9598013669","","","","Старший вице-президент EPAM Максим Богрецов вошел в Координационный совет\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://tech.onliner.by/2020/08/26/starshij-vice-prezident-epam-voshel-v-koordinacionnyj-sovet","","","","","","","","","","","",""
"","","","14869","message","2020-08-27T02:10:49","","Onliner","9598013669","","","","","text_link","​​","","","","","","","https://youtu.be/EFgMeFJGWco","","","","",""
"","","","","","","","","","","","","Доллар который день растёт внушительными темпами. Прошлись по магазинам, чтобы выяснить есть в них хапун или нет, а также спросили у минчан об их покупках за белорусские рубли\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/minchane-o-pokupkax-za-belorusskie-rubli","","","","","","","","","","","",""
"","","","14870","message","2020-08-27T03:22:28","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","660","371","Доллар снова ставит рекорд — со старта торгов американская валюта набрала 1,73 копейки, и сейчас ее покупают и продают по 2,6656 рубля\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/dollar-prodolzhaet-dorozhat-i-snova-bet-rekord","","","","","","","","","","","",""
"","","","14871","message","2020-08-27T04:08:48","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","Академик, профессор, директор РНПЦ «Кардиология» Александр Мрочек уволен\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/akademik-professor-direktor-rnpc-kardiologiya-aleksandr-mrochek-uvolen","","","","","","","","","","","",""
"","","","14872","message","2020-08-27T05:02:33","","Onliner","9598013669","","720","1280","Мария Колесникова пришла на допрос в Следственный комитет. Около здания СК она пообщалась с журналистами\n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/mariyu-kolesnikovu-vyzvali-na-dopros-v-sledstvennyj-komitet","","","","","","","","","","","",""
"","","","14873","message","2020-08-27T05:07:23","","Onliner","9598013669","","","","Сегодня утром в Минске неизвестные напали на посольство Ливии. \n\nПо словам представителей посольства, группа из примерно 30 человек, в том числе славянской внешности, проникла перелезла через забор и атаковала здание: разбили окно, попытались срезать болгаркой завесы на воротах. В руках у них были монтировки, а также, по словам охраны, предметы, похожие на огнестрельное оружие\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/gruppa-neizvestnyx-atakovala-posolstvo-livii-v-minske-v-rukax-u-nix-byli-predmety-poxozhie-na-ognestrelnoe-oruzhie","","","","","","","","","","","",""
"","","","14874","message","2020-08-27T05:11:45","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","825","Фотографии посольства Ливии в Минске. По словам представителей посольства, среди нападавших — бывший посол в Беларуси.","","","14873","","","","","","","","","","",""
"","","","14875","message","2020-08-27T05:11:45","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","825","","","","14873","","","","","","","","","","",""
"","","","14876","message","2020-08-27T05:20:24","","Onliner","9598013669","","","","Лукашенко заявил, что страна вынуждена тратить огромные деньги, чтобы стабилизировать обстановку на западных границах, куда переброшены некоторые военные части:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Вы видите эти заявления о том, что если Беларусь распадется, то Гродненская область отойдет Польше. Они об этом уже в открытую говорят, спят и видят. Ничего у них в этом плане не получится, это я знаю определенно»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/27/esli-belarus-raspadetsya-grodnenskaya-oblast-otojdet-polshe","","","","","","","","","","","",""
"","","","14877","message","2020-08-27T05:23:16","2020-08-27T05:25:50","Onliner","9598013669","","1280","720","Сегодня в РНПЦ «Кардиология» встреча сотрудников с и.о. министра здравоохранения Дмитрием Пиневичем. Причина — уволен директор центра Александр Мрочек, лицо белорусской кардиологии. Зал встретил Мрочека аплодисментами, которые длились несколько минут\n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/vernite-nam-mrocheka-v-rnpc-kardiologiya-proxodit-vstrecha-s-i-o-ministra-zdravooxraneniya","","","","","","","","","","","",""
"","","","14878","message","2020-08-27T05:59:52","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","960","И.о. министра здравоохранения ушёл из зала под крики «Позор». А врачи  «Кардиологии» грустно шутят:\n\n","","","14877","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Мы пойдем в Купаловский театр работать, а они — сюда. Тогда всем министрам будет хорошо»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/vernite-nam-mrocheka-v-rnpc-kardiologiya-proxodit-vstrecha-s-i-o-ministra-zdravooxraneniya","","","","","","","","","","","",""
"","","","14879","message","2020-08-27T06:29:08","","Onliner","9598013669","","","","Лукашенко: ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«С улицей мы справимся, как бы им ни хотелось дестабилизировать обстановку»","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n\nТакже Лукашенко заявил, в митингах «в поддержку мира, спокойствия, действующего президента» выступило около 3 млн человек:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Это же силища — 3 млн человек. Наш электорат более спокойный: ветераны, пенсионеры, специалисты. Они знают свое дело, работают. Поэтому мы и будем иметь то количество людей — 80%, которые за нас проголосовали»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/lukashenko-s-ulicej-my-spravimsya-kak-by-im-ni-xotelos-destabilizirovat-obstanovku","","","","","","","","","","","",""
"","","","14880","message","2020-08-27T06:34:01","","Onliner","9598013669","","720","1280","Около Республиканского центра олимпийской подготовки по лёгкой атлетике спортсмены ждут министра спорта, который должен скоро приехать для разговора","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14881","message","2020-08-27T06:40:19","","Onliner","9598013669","","","","Путин про ситуацию в Беларуси: \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Необходимости в применении российский сил в РБ пока нет. Надеюсь и не будет. И с этим согласны и в Москве, и в Минске»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/putin-neobxodimosti-v-primenenii-rossijskij-sil-v-rb-poka-net","","","","","","","","","","","",""
"","","","14882","message","2020-08-27T06:51:38","2020-08-27T06:57:48","Onliner","9598013669","","","","Заявления Путина по Беларуси:\n\n📍Россия ведет себя сдержаннее и нейтральнее, чем европейцы и американцы.\n\n📍У Москвы есть обязательства перед Минском в сфере безопасности, и Лукашенко поставил этот вопрос.\n\n📍РФ по его просьбе сформировала резерв из правоохранителей для возможной помощи.\n\n📍Но они не будут использоваться, если экстремистские элементы не перейдут границ и не начнут разбой.\n\n📍Сейчас необходимости в этой помощи пока нет — есть надежда, что и не будет.\n\n📍Россия исходит из мирного решения всех проблем в Беларуси.\n\n📍По мнению Путина, белорусские правоохранители ведут себя достаточно сдержанно, несмотря ни на что.","","","14881","","","","","","","","","","",""
"","","","14883","message","2020-08-27T07:09:14","2020-08-27T07:14:37","Onliner","9598013669","","","","К директору KYKY и The Village пришли сотрудники департамента финансовых расследований. \n\nСотрудники редакции сообщили, что к их директору Саше Романовой ДФР приходил домой. Романовой не было дома — поэтому сотрудники милиции связываются с ней по телефону\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/v-ofis-kotoryj-arenduyut-redakcii-kyky-i-the-village-prishli-sotrudniki-dfr","","","","","","","","","","","",""
"","","","14884","message","2020-08-27T07:26:24","","Onliner","9598013669","","1280","720","Девушки выстроились в цепь солидарности у Красного костёла","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","41","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14885","message","2020-08-27T07:43:08","","Onliner","9598013669","","1280","720","Сотрудники милиции ходят вдоль цепочки солидарности у Красного костёла и говорят о начале административного процесса в отношении девушек, требуют предоставить данные, девушки отказываются","","","14884","(File not included. Change data exporting settings to download.)","video_file","video/mp4","47","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14886","message","2020-08-27T07:57:08","","Onliner","9598013669","","","","БПС-Сбербанк приостанавливает выдачу кредитов на первичное и вторичное жильё. Причину решения в банке не объяснили. Раньше взять кредит на недвижимость в БПС-Сбербанке можно было под 19,99% годовых и на срок до 20 лет\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/27/bps-sberbank-priostanavlivaet-kreditovanie-pervichnogo-i-vtorichnogo-rynkov-zhilya","","","","","","","","","","","",""
"","","","14887","message","2020-08-27T08:18:56","","Onliner","9598013669","","","","Лукашенко о ситуации с курсом и валютой: \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Мы не допустим обвала национальной валюты. Если народ хочет купить доллар — пожалуйста, он сегодня стоит сколько стоит.   У нас плавающий курс: спрос большой — значит, дороже будет этот доллар или евро, спрос меньше — значит, будет дешевле стоить. Мы, уцепившись руками, не сдерживаем курс рубля»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/lukashenko-u-nas-dostatochno-rezervov","","","","","","","","","","","",""
"","","","14888","message","2020-08-27T08:51:37","","Onliner","9598013669","","","","Лукашенко рассказал, что Беларусь проведет переговоры с Россией о рефинансировании $1 млрд долга:\n\n","","","14887","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Мы договорились с президентом России, и сегодня наш премьер-министр проведет переговоры с Михаилом Мишустиным»\n\n","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/lukashenko-u-nas-dostatochno-rezervov","","","","","","","","","","","",""
"","","","14889","message","2020-08-27T09:44:24","2020-08-27T09:44:40","Onliner","9598013669","","","","Также о приостановке выдачи кредитов на новостройки заявил и «БНБ-Банк». Этот банк давал кредиты под покупку и строительство домов от таких застройщиков, как «Дана Холдингс», «Тапас», «ТенкИнвест», «СитиГрад», «Инфореалт» и «НикаПроект»","","","14886","","","","","","","","","","",""
"","","","14890","message","2020-08-27T10:11:01","","Onliner","9598013669","","","","Медик о работе во время протестов и решении не молчать.\n\nКристина работает хирургом в 3-й больнице Минска. Девушка из тех медиков, которые всегда были аполитичными. Она до сих пор уверена, что дело ее жизни — лечить людей. Но относительно ситуации в сегодняшней Беларуси быть в стороне невозможно. Поэтому Кристина решила высказать свою позицию и рассказала о том, почему многие ее коллеги этого не делают\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/medik-o-reshenii-ne-molchat","","","","","","","","","","","",""
"","","","14891","message","2020-08-27T10:19:13","","Onliner","9598013669","","1280","720","Около РНПЦ «Кардиология» проходит акция солидарности в поддержку академика Мрочека","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14892","message","2020-08-27T10:32:59","","Onliner","9598013669","","848","464","Атмосфера около РНПЦ «Кардиология»","","","14891","(File not included. Change data exporting settings to download.)","video_file","video/mp4","51","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14893","message","2020-08-27T11:09:54","","Onliner","9598013669","","","","В Минске около Ратуши массовые задержания СМИ","","","","","","","","","","","","","",""
"","","","14894","message","2020-08-27T11:12:45","","Onliner","9598013669","","1280","720","Видео ","","","14893","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","",""
"","","","14895","message","2020-08-27T11:21:32","","Onliner","9598013669","","","","С 28 августа «БПС-Сбербанк» полностью перестаёт выдавать кредиты для физических лиц под любые цели\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/bps-sberbank-polnostyu-zakryl-kreditovanie-dlya-fizlic","","","","","","","","","","","",""
"","","","14896","message","2020-08-27T11:26:41","2020-08-27T11:26:50","Onliner","9598013669","","","","В ГУВД прокомментировали задержание журналистов:\n\n","","","14893","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Они будут доставлены в РУВД для выяснения личности»","","","","","","","","","","","",""
"","","","","","","","","","","","",". Причины задержания неизвестны. По информации коллег, их везут в Октябрьский РУВД.\n\nНа данный момент известно, что задержаны журналисты TUT.ВY Станислав Шаршуков и Вадим Замировский,  Уладзь Грыдин («Радио Свобода»), Василий Федосенко (Reuters), фотограф Александр Васюкович, Надежда Бужан («Наша Нiва»), Дима Ловецкий (AP), Захар Щербаков и Сергей Сацюк (БелаПАН), Екатерина Андреева и Максим Калитовский («Белсат»), Владимир Костин (Reuters), Сергей Бобылев (ТАСС)\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/27/na-ploshhadi-svobody-massovo-zaderzhivayut-zhurnalistov","","","","","","","","","","","",""
"","","","14897","message","2020-08-27T11:31:09","2020-08-27T11:35:32","Onliner","9598013669","","","","«Технобанк» также прекращает выдачу кредитов и овердрафтов с 28 августа. Это уже 3-й банк, который прекращает кредитовать физлица","","","14895","","","","","","","","","","",""
"","","","14898","message","2020-08-27T11:34:35","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","960","Сейчас на площади Свободы находятся около двух сотен человек. Журналисты, которые в момент задержания находились поодаль от приехавших силовиков, продолжают работать.","","","14896","","","","","","","","","","",""
"","","","14899","message","2020-08-27T11:34:35","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","960","","","","14896","","","","","","","","","","",""
"","","","14900","message","2020-08-27T11:34:35","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","960","","","","14896","","","","","","","","","","",""
"","","","14901","message","2020-08-27T11:34:35","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","960","1280","","","","14896","","","","","","","","","","",""
"","","","14902","message","2020-08-27T11:49:36","","Onliner","9598013669","","720","1280","Сегодня в центре Минска так","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14903","message","2020-08-27T12:10:34","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","723","После молитвы на площади Свободы собравшиеся колонной направились по городским улицам.","","","14901","","","","","","","","","","",""
"","","","14904","message","2020-08-27T12:10:34","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14901","","","","","","","","","","",""
"","","","14905","message","2020-08-27T12:10:34","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14901","","","","","","","","","","",""
"","","","14906","message","2020-08-27T12:10:34","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14901","","","","","","","","","","",""
"","","","14907","message","2020-08-27T12:20:52","","Onliner","9598013669","","1280","720","Около Красного костёла собрались люди, они аплодируют и скандируют лозунги. Рядом в оцеплении стоит милиция","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14908","message","2020-08-27T12:26:00","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","960","На площади Независимости задержали прессу","","","","","","","","","","","","","",""
"","","","14909","message","2020-08-27T12:30:24","","Onliner","9598013669","","","","Поправочка: журналистов не задержали, а массово отвели в сторону. Сказали, это нужно для проверки документов","","","14908","","","","","","","","","","",""
"","","","14910","message","2020-08-27T12:36:13","","Onliner","9598013669","","","","Как сообщил наш корреспондент,  людей на площади Независимости начали задерживать. Мужчин по одному отводят в автозаки, девушкам разрешают выйти из оцепления, хотя воспользоваться этой возможностью соглашаются не все.","","","14909","","","","","","","","","","",""
"","","","14911","message","2020-08-27T12:40:24","","Onliner","9598013669","","","","Около 10 журналистов посадили в бус. В их числе фотограф onliner Александр Ружечка","","","14910","","","","","","","","","","",""
"","","","14912","message","2020-08-27T12:43:53","","Onliner","9598013669","","","","В центре Минска полностью перекрыли движение в сторону площади Независимости. Общественный транспорт пропускают без остановок. Станция Площадь Ленина со стороны Площади Независимости закрыта на вход и выход","","","","","","","","","","","","","",""
"","","","14913","message","2020-08-27T12:49:37","","Onliner","9598013669","","","","Не выходят на связь наши корреспонденты, которые находились на месте событий: Виталий Олехнович и Сергей Птушко","","","","","","","","","","","","","",""
"","","","14914","message","2020-08-27T13:02:47","2020-08-27T13:13:42","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","На площади Независимости задержали несколько десятков человек. Силовики выводят мужчин из оцепления и просят пройти в автозаки. Женщин, по словам нашего собеседника, не задерживают.\n\nЗадержаны корреспонденты Onliner Сергей Птушко, Виталий Олехнович, фотограф Александр Ружечка.","","","","","","","","","","","","","",""
"","","","14915","message","2020-08-27T13:28:28","","Onliner","9598013669","","","","Сейчас в милиции находится довольно много задержанных. Как сообщил фотограф Виктор Драчев, которого только что отпустили из отделения милиции, у журналистов проверяют документы и, если все в порядке, отпускают. Людей в РУВД сейчас довольно много.\n\nТем временем большинство мужчин, участвующих в акции, задержали. Оставшиеся женщины решили продолжить акцию в центре города. На площади Независимости всё ещё остались силовики. Девушки уходят оттуда вдоль проспекта скандируя лозунги.","","","","","","","","","","","","","",""
