"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__edited","messages__reply_to_message_id","messages__text__type","messages__text__text","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__text__href","messages__sticker_emoji","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","11235","message","2020-08-15T14:30:04","Чай з малинавым варэннем","9658888691","","1280","720","Колонна в Витебске сегодня","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","","","","","","","","","","","",""
"","","","11236","message","2020-08-15T14:31:17","Чай з малинавым варэннем","9658888691","","640","352","Ещё немного Качановой и БТ, рассказывает про политтехнологии, раскачивание и очень боится забастовок","","11232","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","118","","","","","","","","","","","",""
"","","","11237","message","2020-08-15T14:38:56","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","828","1280","ААААААААААААААААААААААААААА","","","","","","","","","","","","","","","","","","","","","",""
"","","","11238","message","2020-08-15T14:45:43","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","720","1280","Псст, парень, хочешь немного перемен?","","","","","","","","","","","","","","","","","","","","","",""
"","","","11239","message","2020-08-15T14:49:46","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","961","1280","Памятник Цою в Алматы\n\nКстати, сегодня 30 лет со дня его смерти","","","","","","","","","","","","","","","","","","","","","",""
"","","","11240","message","2020-08-15T14:55:06","Чай з малинавым варэннем","9658888691","","","","Есть кто из Бреста? Говорят там 20000 марш. Кидайте фото или видео если есть ","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","mention","@belteanewsbot","","","","","","","","","","","","","","","","","",""
"","","","11241","message","2020-08-15T14:55:59","Чай з малинавым варэннем","9658888691","","","","Читатель пишет, что в Малорите завтра грузят на автобусы работников Малоритского ""Топтышки"" и Хлебозавода и везут на митинг за Лукашенко. Под страхом увольнения разумеется. В городе дикая безработица, поэтому бастовать боятся","","","","","","","","","","","","","","","","","","","","","",""
"","","","11242","message","2020-08-15T14:58:33","Чай з малинавым варэннем","9658888691","","360","640","Людей в Бресте действительно много, скандируют ""завтра в 2""","2020-08-15T14:58:40","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","","","","","",""
"","","","11243","message","2020-08-15T15:11:20","Чай з малинавым варэннем","9658888691","","848","464","AP опубликовал видео с гибелью Тарайковского. \n\nХладнокровный расстрел безоружного человека силовиками","2020-08-15T15:13:31","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","","","","","","","","","","","",""
"","","","11244","message","2020-08-15T15:18:23","Чай з малинавым варэннем","9658888691","","","","","","","bold","Трэш продолжается\n\n","Кулуары KYKY","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Редакции KYKY написала читательница. Она живет в городе Быхов (Могилевская область), водит своего ребенка в первую школу. Внезапно ей позвонила учительница и сказала завтра в 12:00 прийти «поговорить о 1 сентября». Что странно — прийти не в школу, как обычно это происходит, а почему-то на городской стадион. По словам нашей собеседницы, звонки с подобными просьбами поступили сразу несколькими родителям. Некоторые из них откликнулись на просьбу педагога. \n\nНаша читательница полагает, что родителей «заманивают» на стадион под фейковым предлогом — на самом деле там, по ее предположению, состоится митинг за Лукашенко. В Минске он точно будет – туда, как мы писали ранее, загоняют бюджетников и даже силовиков. В случае отказа явиться на мероприятие многим грозят увольнением.","","","","","","","","","","","","","","","","","","","","","",""
"","","","11245","message","2020-08-15T15:29:17","Чай з малинавым варэннем","9658888691","","","","Читатели пишут, что завтра в 9:00 сбор под райисполкомом Новогрудка. Госслужащих тоже повезут автобусом в Минск на митинг за Лукашенко.","","","","","","","","","","","","","","","","","","","","","",""
"","","","11246","message","2020-08-15T15:41:14","Чай з малинавым варэннем","9658888691","","","","Ребята, важный момент, договор ОДКБ, на который ссылался Лукашенко, позволяет ввод российских войск только в случае внешней военной агрессии. Внутренние протесты под это никак не подпадают","","11226","","","","","","","","","","","","","","","","","","","",""
"","","","11247","message","2020-08-15T15:42:48","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","993","193","Из-за всех этих событий мы чуть не упустили главное","2020-08-15T15:42:51","","","","","","","","","","","","","","","","","","","","",""
"","","","11248","message","2020-08-15T15:49:44","Чай з малинавым варэннем","9658888691","","","","Ещё из важного: долгунец вытереблен на 84,3%","","11247","","","","","","","","","","","","","","","","","","","",""
"","","","11249","message","2020-08-15T15:51:45","Чай з малинавым варэннем","9658888691","","","","Телега завела себе официальный аккаунт в Беларуси","","","","","","","","","","","","","","","","","","","","","",""
"","","","11250","message","2020-08-15T15:51:45","Чай з малинавым варэннем","9658888691","","","","","","","","","Telegram Беларусь","","","","","","","","","","","","За кого Вы проголосовали на выборах президента Республики Беларусь?","True","2406731","Андрей Дмитриев","12594","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Анна Канопацкая","5803","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Александр Лукашенко","94317","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Светлана Тихановская","1218056","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Сергей Черечень","13349","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Против всех","88647","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Я из Беларуси, но не голосовал","214764","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Я не из Беларуси","759201","False"
"","","","11251","message","2020-08-15T15:55:04","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","506","858","Ситуация","","","","","","","","","","","","","","","","","","","","","",""
"","","","11252","message","2020-08-15T16:06:22","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1013","700","Откуда столько ненависти к мирным красивым акциям?","","","","","","","","","","","","","","","","","","","","","",""
"","","","11253","message","2020-08-15T16:30:27","Чай з малинавым варэннем","9658888691","","","","⚡️ ","","","","","Кулуары KYKY","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","bold","Задержан вокалист группы «Дай Дорогу» Юрий Стыльский. Сегодня в Бресте, где прошел многотысячный митинг, он маршировал с БЧБ-флагом","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," — узнал Антон Мотолько.","","","","","","","","","","","","","","","","","","","","","",""
"","","","11254","message","2020-08-15T16:36:03","Чай з малинавым варэннем","9658888691","","","","Сотрудники Белтелерадиокомпании сообщили, что с завтрашнего дня выходят на забастовку","2020-08-15T16:36:38","","","","","","","","","","","","","","","","","","","","",""
"","","","11255","message","2020-08-15T16:38:21","Чай з малинавым варэннем","9658888691","","","","Котаны, поправка, пишут, не с завтрашнего, а с 17 августа","","11254","","","","","","","","","","","","","","","","","","","",""
"","","","11256","message","2020-08-15T16:54:21","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","828","649","Новая Боровая сегодня","","","","","","","","","","","","","","","","","","","","","",""
"","","","11257","message","2020-08-15T17:06:24","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","853","1280","И все-таки белорусы классные","2020-08-15T17:06:27","","","","","","","","","","","","","","","","","","","","",""
"","","","11258","message","2020-08-15T17:11:40","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","853","Протесты протестами, конечно, но:","2020-08-15T17:11:43","","","","","","","","","","","","","","","","","","","","",""
"","","","11259","message","2020-08-15T17:35:09","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","","","","","","",""
"","","","11260","message","2020-08-15T17:35:09","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","948","1280","","","","","","","","","","","","","","","","","","","","","","",""
"","","","11261","message","2020-08-15T17:35:09","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","960","1280","Трагикомедия: молодеченские медики и зам. главврача","2020-08-15T17:35:14","","","","","","","","","","","","","","","","","","","","",""
"","","","11262","message","2020-08-15T17:47:14","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","928","820","Посольство Беларуси в Швеции","","","","","","","","","","","","","","","","","","","","","",""
"","","","11263","message","2020-08-15T17:56:07","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","960","1280","Зянон з намі!","2020-08-15T17:56:10","","","","","","","","","","","","","","","","","","","","",""
"","","","11264","service","2020-08-15T18:04:50","","","","","","","","","","","","","","","","","Чай з малинавым варэннем","9658888691","pin_message","11190","","","","","","","",""
"","","","11265","message","2020-08-15T18:19:28","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1500","1000","На протестах обнаружен канадский кукловод","2020-08-15T18:19:31","","","","","","","","","","","","","","","","","","","","",""
"","","","11266","message","2020-08-15T18:34:17","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1080","1080","Мем перед сном","2020-08-15T18:34:20","","","","","","","","","","","","","","","","","","","","",""
"","","","11267","message","2020-08-15T18:58:35","Чай з малинавым варэннем","9658888691","","640","352","Посол Беларуси в Словакии и бывший помощник Лукашенко Игорь Лещеня поддержал протестующих.\n\n«Я солидарен с теми, кто вышел на улицы белорусских городов с мирными шествиями, чтобы их голос был услышан. Как  уроженец  города  Жодино  я –  с  Вами рабочие «БелАЗа» и «Кузнечного завода тяжелых штамповок»!»","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","208","","","","","","","","","","","",""
"","","","11268","message","2020-08-16T02:55:49","Чай з малинавым варэннем","9658888691","","672","848","Колонна из Гомеля, на которой везут согнанных угрозами бюджетников на митинг за Лукашенко","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","","","","","",""
"","","","11269","message","2020-08-16T03:26:27","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","1280","960","Грузовики, предположительно с силовиками, опять едут в Минск","","","","","","","","","","","","","","","","","","","","","",""
"","","","11270","message","2020-08-16T03:32:25","Чай з малинавым варэннем","9658888691","","1280","720","На площадь Независимости, где готовят митинг в поддержку Лукашенко привезли трактора и цистерну.\n\nШТО","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","","","","","","","","","","","",""
"","","","11271","message","2020-08-16T03:33:48","Чай з малинавым варэннем","9658888691","(File not included. Change data exporting settings to download.)","958","1280","They call me Cuban Pete, I'm the king of the rumba beat","","","","","","","","","","","","","","","","","","","","","",""
