"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__forwarded_from","messages__reply_to_message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__text__href"
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/698943.html?tg","","","","","","","","","","","","","",""
"","","","13218","message","2020-09-01T14:36:44","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","695","1015","Так выглядел во время работы на акциях журналист ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Алексей Судников. На нем был бейдж с именем, фото и названием издания, а также жилет с надписью ПРЭСА. Завтра его будут судить за участие в несанкционированной акции.","","","","","","","","","","","","","","","",""
"","","","13219","message","2020-09-01T14:41:19","","TUT.BY новости","9668803208","","1280","720","","bold","Минск.","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","","","","","","","","",""
"","","","","","","","","","","",""," Колонна протестующих в Лошице. Люди скандируют и светят фонариками.","","","","","","","","","","","","","","","",""
"","","","13220","message","2020-09-01T14:45:11","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Сотрудник правоохранительных органов требует показать смартфон. Что говорит закон?\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://42.tut.by/698937?tg","","","","","","","","","","","","","",""
"","","","13221","message","2020-09-01T15:16:18","2020-09-01T15:19:29","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","724","1280","","bold","Ищем свидетелей","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," задержания журналистов ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Алексея Судникова и Надежды Калининой. \n\nИх задержали в Минске на улице Кирова сегодня около 16:50. Завтра их будут судить за участие в несанкционированной акции. \n\nЕсли вы видели этот момент и готовы быть свидетелем в суде — пишите ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@tutby_news_bot","","","","","","","","","","","","","",""
"","","","13222","message","2020-09-01T16:28:48","","TUT.BY новости","9668803208","","1280","720","Из Октябрьского РУВД вышел адвокат нашего журналиста Алексея Судникова. \n\n«Чувствует он себя хорошо, отношение к нему достаточно хорошее».","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","","","","","","","","",""
"","","","13223","message","2020-09-01T16:35:11","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","Журналисты ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," под ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Октябрьским РУВД","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", они пришли поддержать своих задержанных коллег.","","","","","","","","","","","","","","","",""
"","","","13224","message","2020-09-01T17:16:16","2020-09-01T17:17:47","TUT.BY новости","9668803208","","1280","720","У РУВД — адвокат нашей журналистки Надежды Калининой. Его не пустили к подзащитной.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","61","","","","","","","","",""
"","","","13225","message","2020-09-01T17:26:59","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","960","1280","Наших коллег, которые сейчас стоят возле РУВД, пришли поддержать местные жители. Кто-то привез еду, кто-то принес чай!","","","","","","","","","","","","","","","",""
"","","","13226","message","2020-09-01T17:26:59","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","",""
"","","","13227","message","2020-09-01T17:28:24","2020-09-01T17:29:27","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","Журналисты ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," продолжают стоять под РУВД.\n\n«Куда пропадают журналисты в Беларуси, когда уходят на работу?»","","","","","","","","","","","","","","","",""
"","","","13228","message","2020-09-02T00:45:10","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","422","Поговорили с водителем, которого жестко задерживал ОМОН.\n\n«Меня схватили сзади за горло и вчетвером поволокли в автобус». \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://auto.tut.by/news/road/698744.html?tg","","","","","","","","","","","","","",""
"","","","13229","message","2020-09-02T02:53:39","","TUT.BY новости","9668803208","","","","","bold","Больше 1100 работников БелЖД написали коллективное письмо властям. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Они обеспокоены происходящим в стране после президентских выборов. \n\nПодписавшие письмо просят:\n\n- отставки Александра Лукашенко;\n- отставки ЦИК в полном составе во главе с Лидией Ермошиной;\n- признать президентские выборы сфальсифицированными и недействительными;\n- привлечение к ответственности всех причастных к фальсификации подсчета голосов на выборах;\n- провести новые честные выборы с прозрачным и понятным подсчетом голосов;\n- прекратить применение силы и оружия со стороны силовиков в отношении мирного населения, а также незаконные аресты и задержания;\n- освободить политзаключенных.\n\nПисьмо направили в Совмин, Верховный суд, Миноблисполком, Мингорисполком.","","","","","","","","","","","","","","","",""
"","","","13230","message","2020-09-02T03:06:37","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Рассказываем о событиях в стране 2 сентября.\n\nОнлайн:\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/698979.html?tg","","","","","","","","","","","","","",""
"","","","13231","message","2020-09-02T03:07:07","2020-09-02T03:09:33","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","bold","Минск.","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," У здания РУВД Октябрьского района собираются люди, в том числе журналисты. Напомним, некоторые из наших коллег провели ночь у РУВД в знак солидарности с задержанными журналистами.","","","","","","","","","","","","","","","",""
"","","","13232","message","2020-09-02T03:26:21","","TUT.BY новости","9668803208","","","","","bold","Знаменитый белорусский актер, народный артист Беларуси Виктор Манаев ушел из Купаловского.","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Также из театра уволились народный артист Беларуси Александр Подобед, актеры Евгения Адаменко, Марта Голубева, Диана Каминская и Николай Кучиц.\n\nОни присоединились к своим коллегам, которые ушли из театра, проявив свою гражданскую позицию.\n\nТеперь в труппе театра осталось 15 человек.","","","","","","","","","","","","","","","",""
"","","","13233","message","2020-09-02T03:29:57","","TUT.BY новости","9668803208","","","","Читатели сообщают, что не могут открыть сайт Белорусской валютно-фондовой биржи, страница не загружается. У нас также не получилось это сделать.","","","","","","","","","","","","","","","",""
"","","","13234","message","2020-09-02T03:30:10","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","479","Взрыв квартиры в Бобруйске: хозяин в реанимации, жильцов подъезда эвакуировали.\n\nВот что известно.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/accidents/698981.html?tg","","","","","","","","","","","","","",""
"","","","13235","message","2020-09-02T03:52:30","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","540","","bold","Минск.","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Около стелы начали выставлять ограждение. Фото сделано около 10.40.","","","","","","","","","","","","","","","",""
"","","","13236","message","2020-09-02T03:55:11","","TUT.BY новости","9668803208","","720","720","","bold","Минск","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","","","","","","","","","",". На одном из домов ЖК Каскад повесили бело-красно-белый флаг.\n\nЧитатели прислали видео, на котором человек в черном спускается с крыши на веревке — по-видимому, чтобы снять флаг.","","","","","","","","","","","","","","","",""
"","","","13237","message","2020-09-02T04:01:44","2020-09-02T04:02:13","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","540","","bold","Минск.","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Мария Колесникова приехала к зданию Октябрьского РУВД Минска, чтобы поддержать журналистов, задержанных 1 сентября при выполнении работы.","","","","","","","","","","","","","","","",""
"","","","13238","message","2020-09-02T04:06:22","","TUT.BY новости","9668803208","","","","Эксперты из стран Евросоюза подготовили предварительный список лиц, против которых введут санкции за насилие в отношении протестующих и фальсификации выборов в Беларуси. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","В список вошли 17 человек, при этом Лукашенко в нем не оказалось.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Консенсус экспертов по фигурантам списка означает, что он, вероятно, будет одобрен на следующей неделе послами стран ЕС, после чего его официально уже утвердят на уровне министров.\n\nПланируемые санкции предусматривают запрет на въезд в страны Евросоюза и замораживание финансовых активов в европейских банках.","","","","","","","","","","","","","","","",""
"","","","13239","message","2020-09-02T04:08:00","","TUT.BY новости","9668803208","","1280","720","Вот о чем говорила Мария Колесникова у РУВД.\n\n«Грубое нарушение законодательства».","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","47","","","","","","","","",""
"","","","13240","message","2020-09-02T04:17:23","","TUT.BY новости","9668803208","","720","1280","","bold","Минск","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","","","","","","","","","",". Жильцы дома в ЖК Каскад поговорили с человеком, который спустился на веревке с крыши, чтобы снять флаг. \n\nЕго лицо было частично закрыто, детали он рассказывать не стал (но представился).","","","","","","","","","","","","","","","",""
"","","","13241","message","2020-09-02T04:36:51","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","540","","bold","Минск. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","К РУВД Октябрьского района Минска для поддержки задержанных журналистов при выполнении своей работы приехал Андрей Дмитриев.","","","","","","","","","","","","","","","",""
"","","","13242","message","2020-09-02T04:46:43","","TUT.BY новости","9668803208","","","","","bold","Купаловский театр отменил показы всех спектаклей до конца ноября.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Причина такого решения лежит на поверхности. Мы писали, что сегодня из театра уволились еще шесть человек, в труппе осталось 15 актеров. Играть спектакли некому. \n\nКупленные билеты можно вернуть в кассу театра по адресу улица Энгельса, 7а. Она работает с 12 до 18 часов, в субботу и воскресенье — выходные дни.","","","","","","","","","","","","","","","",""
"","","","13244","message","2020-09-02T04:53:49","","TUT.BY новости","9668803208","","","","","bold","В Минский офис ИТ-компании PandaDoc с обыском пришли сотрудники Департамента финансовых расследований (ДФР).","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Это в комментарии для Onliner подтвердил сооснователь компании Микита Микадо.\n\nОб этом рассказали и несколько сотрудников компании:\n\n«Госконтроль (ДФР) пришел сейчас в офис PandaDoc, ул. Кирова, 8».\n\n«Это правда, я сотрудник PandaDoc, мы на удаленке, была рассылка в офис не приходить, потому что там „гости“».\n\n«Привет! Информация верная про PandaDoc. Сказали всем, кто на офисе уходить. А тем, кто не пришел, не приходить».","","","","","","","","","","","","","","","",""
"","","","13245","message","2020-09-02T05:06:45","","TUT.BY новости","9668803208","","","","Премьер-министр России Михаил Мишустин намерен 3 сентября приехать в Минск, передает ТАСС. Об этом заявил в среду министр иностранных дел РФ Сергей Лавров на встрече с главой МИД Беларуси Владимиром Макеем.","","","","","","","","","","","","","","","",""
"","","","13246","message","2020-09-02T05:07:17","","TUT.BY новости","9668803208","","","","","bold","Уже бывший директор гродненского центрального спортивного комплекса «Неман» Виктор Шумель","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", который написал открытое письмо председателю Федерации профсоюзов Беларуси и руководителю инициативной группы Лукашенко Михаилу Орде, а потом активно выступал после выборов на гродненских митингах, ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","уехал в Польшу. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","— На первом же митинге я понял, что скандирования «Новый мэр!» мне аукнутся, но отступать уже не имело смысла. Шел ва-банк к общей цели, пока это было возможно. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","В итоге Виктора все же уволили прямо во время его отпуска специальным решением губернатора без объяснения причин. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","И он уехал за границу. Говорит, «стал получать из разных источников информацию о букете статей, которые должны быть возбуждены в отношении него».","","","","","","","","","","","","","","","",""
"","","","13247","message","2020-09-02T05:08:49","","TUT.BY новости","9668803208","","","","","bold","Министр иностранных дел Беларуси Владимир Макей заявил, что Беларусь не позволила странам Запада реализовать сценарий Украины,","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," а уровень накала политического противостояния в стране стал значительно ниже.","","","","","","","","","","","","","","","",""
"","","","13248","message","2020-09-02T05:11:08","","TUT.BY новости","9668803208","","","","","bold","Минск. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Один из работников ИТ-компании PandaDoc сообщает, что в офисе продолжаются обыски. Сотрудники, которые находятся в офисе, не выходят на связь.\n\n«У ряда сотрудников PandaDoc проводятся обыски по месту жительства», — утверждает работник компании.","","","","","","","","","","","","","","","",""
"","","","13249","message","2020-09-02T05:20:13","","TUT.BY новости","9668803208","","720","1280","В ЖК «Каскад», где утром снимали флаги, пришёл Ждун. И ждёт.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","13250","message","2020-09-02T05:26:21","","TUT.BY новости","9668803208","","1280","720","Акция у МГЛУ сегодня. Милиционер вежливо просит всех разойтись.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","65","","","","","","","","",""
"","","","13251","message","2020-09-02T05:26:44","","TUT.BY новости","9668803208","","","","","bold","Минск. ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","К ЖК «Каскад», где работают специалисты с альпинистским снаряжением снимают бело-красно-белые флаги, пришел сотрудник милиции, он общается с местными жителями. Местные жители сообщают, что это они вызвали милицию из-за появления неизвестных людей. Жители ЖК «Каскад» жалуются, что специалисты с альпинистским снаряжением повредили отливы.","","","","","","","","","","","","","","","",""
"","","","13252","message","2020-09-02T05:42:38","","TUT.BY новости","9668803208","","","","Поиск! Если вы недавно были на большом марше в Минске и отследили маршрут по GPS-трекеру — присылайте трек нам на ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@tutby_news_bot","","","","","","","","","","","","","",""
"","","","13253","message","2020-09-02T05:44:34","","TUT.BY новости","9668803208","","","","","bold","Что происходит в PandaDoc?\n\n","","","","","","","13248","","","","","","",""
"","","","","","","","","","","","","«Закрыли сотрудников в офисе, запрещают пользоваться телефонами, все осматривают. Требуют, чтобы разблокировали компьютеры, иначе заберут. Из офиса никого не выпускают», — написал нам сооснователь компании Микита Микадо.\n\nПресс-секретарь ПВТ подробностей о происходящем на момент публикации материала не знает.\n\nВ КГК Беларуси мы получили оперативный комментарий:\n— Без комментариев.","","","","","","","","","","","","","","","",""
"","","","13254","message","2020-09-02T05:45:11","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Александр Чубрик о том, как Беларусь затягивает в тяжелейший кризис.\n\n«В кривом зеркале жертвы становятся палачами, патриоты — предателями, предатели — лидерами мнений».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/698993.html?tg","","","","","","","","","","","","","",""
"","","","13255","message","2020-09-02T05:52:38","","TUT.BY новости","9668803208","","1280","720","Так задерживали молодого человека у ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","35","","","","","","","","",""
"","","","","","","","","","","","","","bold","МГЛУ","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". На видео один из присутствующих мужчин пытается поговорить с силовиками: ""За что вы его трогаете? Отпустите его. Парни, вы что?""","","","","","","","","","","","","","","","",""
"","","","13256","message","2020-09-02T05:54:52","","TUT.BY новости","9668803208","","","","МВД сообщает, что 1 сентября в протестных акциях по всей стране приняло участие около ","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","","","","","","","","","","","bold","2,3 тысячи","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," человек. Были задержаны","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," 128 человек","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," — за участие в несанкционированных массовых мероприятиях.\n\n«За нарушение законодательства о массовых мероприятиях в Минске в отношении","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," 95 человек","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", в том числе более ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","30 студентов","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", составлены протоколы об административном правонарушении. До рассмотрения в суде дел по ним задержаны ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","39 человек","","","","","","","","","","","","","",""
"","","","","","","","","","","","","», — сообщают в МВД.","","","","","","","","","","","","","","","",""
"","","","13257","message","2020-09-02T06:04:30","2020-09-02T06:06:02","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","bold","Минск.","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," На улице Захарова, у Минского государственного лингвистического университета, проходит акция солидарности. Начались первые задержания.\n\nФото: Ольга Шукайло, ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","13258","message","2020-09-02T06:04:30","2020-09-02T06:06:10","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","13259","message","2020-09-02T06:04:30","2020-09-02T06:06:17","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","13260","message","2020-09-02T06:14:41","","TUT.BY новости","9668803208","","1280","720","Студенты ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","","","","","","","","",""
"","","","","","","","","","","","","","bold","МГЛУ ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","скандируют лозунги в холле университета.","","","","","","","","","","","","","","","",""
"","","","13261","message","2020-09-02T06:20:04","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","481","Люди в штатском пришли домой к топ-менеджеру PandaDoc. Теперь он не выходит на связь.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/699023.html?tg","","","","","","","","","","","","","",""
"","","","13262","message","2020-09-02T06:31:41","2020-09-02T08:11:14","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Макей пригрозил странам Балтии асимметричными санкциями.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/699028.html?tg","","","","","","","","","","","","","",""
"","","","13263","message","2020-09-02T06:41:56","","TUT.BY новости","9668803208","","","","","bold","Павел Латушко находится в Польше. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Он подтвердил эту информацию изданию ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". По его словам, про эмиграцию речь не идет.","","","","","","","","","","","","","","","",""
"","","","13264","message","2020-09-02T06:42:10","","TUT.BY новости","9668803208","","","","Белорусская группа","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","","","","","","","","","","","bold"," «Разбітае сэрца пацана»","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," опубликовала небольшой музыкальный ролик про «ашчушчэнія». Думаем, вы догадываетесь, кому он посвящен.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://youtu.be/jXCHpcOBVTg","","","","","","","","","","","","","",""
"","","","13265","message","2020-09-02T06:45:05","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","509","Работники ОАО «Мозырский НПЗ» написали коллективное письмо директору завода. \n\nОни требуют их услышать и открыто обсудить события последних недель в стране. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/698898.html?tg","","","","","","","","","","","","","",""
"","","","13266","message","2020-09-02T06:52:57","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Лавров заявил, что в Беларуси действует около 200 подготовленных в Украине экстремистов.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/699034.html?tg","","","","","","","","","","","","","",""
"","","","13267","message","2020-09-02T07:11:11","2020-09-02T07:12:39","TUT.BY новости","9668803208","","","","Павел Латушко подтверждает ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","","",": прямо сейчас он действительно находится в Польше и собирается принять участие в мероприятиях Экономического форума в Крынице.\n\n— Я не раз принимал участие в этом крупнейшем мероприятии как посол Беларуси в Польше. Среди его участников традиционно главы правительств и крупных корпораций, члены парламентов, эксперты. Я планирую провести несколько встреч — в том числе, в польском МИДе, правительстве, с представителями белорусской диаспоры в Польше, проинформировать в том числе о текущей политической ситуации в Беларуси.\n\nПавел Латушко рассказывает, что далее он планирует визит в Вильнюс — и встречи с дипломатами, депутатами, а также представителями Литвы и Польши в Европарламенте.\n\nЛатушко уверяет, что по завершении всех запланированных мероприятий и встреч он вернется в Беларусь.\n— Слышал, пишут, что меня в багажнике кто-то куда-то вывозил? Это абсолютная ложь: я выехал из страны на абсолютно законных основаниях, о чем у меня имеется отметка в паспорте.","","","","","","","","","","","","","","","",""
"","","","13269","message","2020-09-02T07:16:52","","TUT.BY новости","9668803208","","1280","720","У стелы","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","","","","","","","","",""
"","","","","","","","","","","","","","bold"," «Минск — город-герой» ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","проходит акция женщин. Рядом с ними ходит милиционер, который говорит о том, что мероприятие несанкционированное.","","","","","","","","","","","","","","","",""
"","","","13270","message","2020-09-02T07:17:45","","TUT.BY новости","9668803208","","","","На Белорусской валютно-фондовой бирже 2 сентября ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","прошли","","","","","","","","","","","","","","https://news.tut.by/economics/699032.html?tgv"
"","","","","","","","","","","",""," очередные торги валютами.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Курс доллара","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," вырос на BYN0,0066 — до 2,6459 рубля.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Евро","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," подешевел на BYN0,0211 — до 3,1397 рубля.\n\nКурс ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","российского рубля","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," снизился на BYN0,0104 — до 3,5758 белорусского рубля за 100 российских рублей.","","","","","","","","","","","","","","","",""
"","","","13271","message","2020-09-02T07:34:11","","TUT.BY новости","9668803208","","","","Коллектив Лицея БГУ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link"," осудил","","","","","","","","","","","","","","https://news.tut.by/society/699040.html?tgv"
"","","","","","","","","","","",""," эскалацию насилия на улицах Беларуси, которая наблюдается последние недели, и в частности — вчерашние задержания возле лицея.\n\n— 1 сентября 2020 года выпускники Лицея БГУ собрались на мирную акцию солидарности в поддержку задержанных выпускников Антона Беленского и Андрея Позняка, проходившую напротив главного входа в Лицей БГУ. Акция закончилась жесткими задержаниями с применением силы на территории учреждения образования, — говорится в обращении коллектива. — Напоминаем, что, согласно ч.1 ст. 33 Конституции Республики Беларусь, каждому гражданину гарантируется свобода мнений, убеждений и их свободное выражение. Согласно ст. 35 Конституции Республики Беларусь, свобода митингов, уличных шествий, демонстраций и пикетирования, не нарушающих правопорядок и права других граждан Республики Беларусь, гарантируется государством.\n\nСотрудники лицея осуждают все формы агрессии и насилия, особенно на его территории, «ведь Лицей всегда являлся примером спокойного и уважительного отношения не только к своим ученикам, учителям и выпускникам, но и всем согражданам, мирно выражающим свою позицию».","","","","","","","","","","","","","","","",""
"","","","13272","message","2020-09-02T07:45:09","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","604","453","Экс-помощница Бабарико — о заключении в СИЗО КГБ.\n\n«Соседки по камере были интеллигентные и образованные». \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://finance.tut.by/news698999.html?tg","","","","","","","","","","","","","",""
"","","","13273","message","2020-09-02T07:47:25","","TUT.BY новости","9668803208","","1280","720","Александр Помидоров пришел к ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","165","","","","","","","","",""
"","","","","","","","","","","","","","bold","Октябрьскому РУВД","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", где находятся задержанные журналисты. Он с гитарой и поет.","","","","","","","","","","","","","","","",""
"","","","13274","message","2020-09-02T07:52:11","2020-09-02T08:00:28","TUT.BY новости","9668803208","","","","Дела журналистов ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Алексея Судникова и Надежды Калининой суд не рассмотрел. \n\nИх возвращают в Октябрьское РУВД «для устранения недостатков». \n\nСамих журналистов пока оставляют в РУВД. Адвокаты попытаются встретиться с ними и поставить вопрос о немедленном освобождении.","","","","","","","","","","","","","","","",""
"","","","13275","message","2020-09-02T08:02:25","","TUT.BY новости","9668803208","","1280","720","Так выглядит цепь солидарности женщин у стелы ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","101","","","","","","","","",""
"","","","","","","","","","","","","","bold","«Минск — город-герой»","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","13276","message","2020-09-02T08:18:12","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","В Беларуси 72 141 случай COVID-19.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/699043.html?tg","","","","","","","","","","","","","",""
"","","","13277","message","2020-09-02T08:20:46","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Минск. Так в 14.47 выглядела «цепь солидарности» у стелы.\n\nФото: Вадим Замировский, ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","13278","message","2020-09-02T08:20:46","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","13279","message","2020-09-02T08:20:46","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
