"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__edited","messages__text__href","messages__title"
"","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","","","","","",""
"","","","4926","message","2020-08-26T03:35:28","Работаем с Пушкиным!","9712980906","","","","","","","","","","#МотолькоПомоги этому городишко от 3% избавиться","","640","296","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","69","","","",""
"","","","4927","message","2020-08-26T04:24:42","Работаем с Пушкиным!","9712980906","","","","Вас беспокоит ситуация с валютой?","False","23271","Да, у меня зарплата в белорусских рублях","0","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Нет, у меня зарплата в долларах","0","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Я не из Беларуси","0","False","","","","","","","","","","","","",""
"","","","4928","message","2020-08-26T05:12:08","Работаем с Пушкиным!","9712980906","Сегодня 1 бакс в обменниках по 2,73-2,75 рублей.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","755","","","","","","","","",""
"","","","4929","message","2020-08-26T09:08:03","Работаем с Пушкиным!","9712980906","‼️","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","В беларускую «Комсомольскую правду» заявился госконтроль. Идет проверка служебных компьютеров администрации.","","","","","","","","","","","","","","","","","","",""
"","","","4930","message","2020-08-26T09:16:30","Работаем с Пушкиным!","9712980906","Белорусский радиоведущий очень тонко рассказал, что происходит в стране.","","","","","","","","","","","","","(File not included. Change data exporting settings to download.)","","audio_file","audio/mpeg3","86","","","",""
"","","","4931","message","2020-08-26T09:59:52","Работаем с Пушкиным!","9712980906","Полная жесть в моих любимых Плещеницах.\n\nПОЗОР МЧС!\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/698162.html","","","","","","","","","","","","","","","","","","",""
"","","","4932","message","2020-08-26T14:15:03","Работаем с Пушкиным!","9712980906","Мобильный интернет в центре все.\n\nУ всех операторов.","","","","","","","","","","(File not included. Change data exporting settings to download.)","669","409","","","","","","","2020-08-26T14:21:19","",""
"","","","4933","message","2020-08-26T15:46:35","Работаем с Пушкиным!","9712980906","ОМОН забирал флаг у Нины Багинской. Женщине 73 года.","","","","","","","","","","","848","464","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","",""
"","","","4934","message","2020-08-27T04:06:44","Работаем с Пушкиным!","9712980906","2,79 рубля за 1 бакс.\n\nС — стабильность.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","873","","","","","","","","",""
"","","","4935","message","2020-08-27T05:07:13","Работаем с Пушкиным!","9712980906","Этим утром в 6 утра 30 человек с болгарками пытались взять штурмом посольство Ливии в Минске и похитить посла. \n\nВ  здании разбили стекло, выломали дверь. Самого временного поверенного в делах Ливии пытались вытянуть из здания, но охранникам удалось его отбить. На теле посла синяки.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","813","","","","","","","","",""
"","","","4936","message","2020-08-27T06:24:23","Работаем с Пушкиным!","9712980906","Лукашенко заявил, что на провластные митинги вышло 3 миллиона человек.\n\n\nПро цифры не будем. Все знаем, как государство их считает. \n\nПредлагаю просто вспомнить, кто туда выходит.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","",""
"","","","4937","message","2020-08-27T10:30:18","Работаем с Пушкиным!","9712980906","","","","Надоели ли вам новости о политике?","False","20912","Нет, мне все еще интересно","0","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Да, надоели","0","False","","","","","","","","","","","","",""
"","","","4938","message","2020-08-27T11:10:08","Работаем с Пушкиным!","9712980906","","bold","Минск.","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","",""
"","","","","","","",""," Журналист ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," сообщает, что всех журналистов на площади Свободы ведут в бус для проверки.\n\nТем временем на площади начинают собираться люди, их около двух десятков. Здесь сегодня запланирована акция солидарности в связи со вчерашним инцидентом в Красном костеле.\n\nВидео: ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","","","","","",""
"","","","4939","message","2020-08-27T12:48:44","Работаем с Пушкиным!","9712980906","Купите своим родителям/бабушкам/дедушкам. \n\nВсего 50/70 копеек!","","","","","","","","","","(File not included. Change data exporting settings to download.)","609","599","","","","","","","","",""
"","","","4940","message","2020-08-27T13:16:48","Работаем с Пушкиным!","9712980906","До мурашек ❤️","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","315","","","",""
"","","","4941","message","2020-08-27T14:01:56","Работаем с Пушкиным!","9712980906","","bold","3 белорусских банка приостанавливают выдачу кредитов под любые цели. ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\nС 25 августа кредиты перестал выдавать «БНБ-Банк», с 28-го взять кредиты не получится в «БПС-Сбербанке» и «Технобанке».","","","","","","","","","","","","","","","","","","","","",""
"","","","4942","message","2020-08-27T16:47:15","Работаем с Пушкиным!","9712980906","","bold","Въезд для иностранцев в Украину станет невозможным на день раньше — с 28 августа (белорусов это так же касается). ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\nВсе из-за второй волны коронавируса.","","","","","","","","","","","","","","","","","","","","",""
"","","","4943","message","2020-08-28T00:57:24","Работаем с Пушкиным!","9712980906","Вот и все. ","","","","","","","","","","","","","","","","","","4942","","",""
"","","","","","","","","","link","https://news.tut.by/world/698405.html","","","","","","","","","","","","","","","","","","",""
"","","","4945","message","2020-08-28T04:05:36","Работаем с Пушкиным!","9712980906","На Независимости беда с клумбами.","","","","","","","","","","(File not included. Change data exporting settings to download.)","740","820","","","","","","","","",""
"","","","4946","message","2020-08-28T04:05:44","Работаем с Пушкиным!","9712980906","Интересно, кто виноват…","","","","","","","","","","(File not included. Change data exporting settings to download.)","1044","942","","","","","","4945","","",""
"","","","4947","message","2020-08-28T05:21:24","Работаем с Пушкиным!","9712980906","Ночью в Минске неизвестные разбили автомобиль «Мисс Беларусь» и депутата Марии Василевич.\n \nИнцидент произошел во дворе дома № 5 по улице Уручской. Читатели рассказывают, что около 03.30 проснулись из-за сильного грохота на улице. Выяснилось, что кто-то выбил стекла в белом Geely Atlas, который принадлежит Марии Василевич. Также очевидцы сообщают о трех сквозных дырах на левой двери. \n\nНа месте происшествия работала следственно-оперативная группа.","","","","","","","","","","","854","480","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","",""
"","","","4948","message","2020-08-28T05:51:10","Работаем с Пушкиным!","9712980906","Мужчина пришел в Октябрьский РОВД Витебска и сообщил, что его сожительницу изнасиловали… милиционеры. \n\nКогда правоохранители приехали на место, женщина была сильно пьяна. Выяснилось, что она обманула заявителя.\n\n😂😂🤦🏻🤦🏻","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","",""
"","","","4949","message","2020-08-28T06:23:02","Работаем с Пушкиным!","9712980906","Ну как бы вот…. ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://42.tut.by/698480","","","","","","","","","","","","","","","","","","",""
"","","","4950","message","2020-08-28T09:24:23","Работаем с Пушкиным!","9712980906","Со вчерашнего дня в «Альфа-Банке» ввели ","","","","","","","","","","","","","","","","","","","2020-08-28T09:25:49","",""
"","","","","","","","","","bold","ограничения по кредитам. Теперь больше 5000 рублей взять нельзя.","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," До какого момента будет действовать ограничение, пока неизвестно.\n\nТакже в банке клиентам говорят, что ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","в банкоматы теперь не грузят иностранную валюту. ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Чтобы снять любую сумму, нужно ее заранее заказать.","","","","","","","","","","","","","","","","","","","","",""
"","","","4951","message","2020-08-28T10:19:15","Работаем с Пушкиным!","9712980906","Пушкинская сейчас.","","","","","","","","","","(File not included. Change data exporting settings to download.)","956","1276","","","","","","","","",""
"","","","4953","message","2020-08-28T12:28:44","Работаем с Пушкиным!","9712980906","Минск сейчас.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","",""
"","","","4954","message","2020-08-28T17:20:15","Работаем с Пушкиным!","9712980906","","bold","Сайты naviny.by и NN.by заблокированы — доступ к ним ограничен для пользователей из Беларуси\n\n","","","","","","","TUT.BY новости","","","","","","","","","","","",""
"","","","","","","","","Сайты были заблокированы вечером в пятницу 28 августа. Доступ ограничен на основании решения Министерства информации РБ. Об этом ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," сообщил один из интернет-провайдеров.\n\nКстати, оба издания есть в Telegram:\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@naviny_by","","","","","","","","","","","","","","","","","","",""
"","","","4955","message","2020-08-29T05:49:19","Работаем с Пушкиным!","9712980906","Brutto Nostra требуют новых демократических выборов в Беларуси. ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/Yavq80amg7o","","","","","","","","","","","","","","","","","","",""
"","","","4956","message","2020-08-29T06:12:43","Работаем с Пушкиным!","9712980906","В Минске парень на проспекте Независимости рисовал цифру 3.\n\nПроезжавшие мимо сотрудники ГАИ его задержали.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","",""
"","","","4957","message","2020-08-29T06:19:15","Работаем с Пушкиным!","9712980906","Недавно в Минске в доме «Диадема», сняли бело-красно-белый флаг высотой в 13 этажей.\n\nСегодня же там появился флаг еще длиннее. И состоит он из множества бело-красно-белых лент, привязанных поэтажно на каждом балконе = чтобы его снять, понадобится куда больше времени.","","","","","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","",""
"","","","4958","message","2020-08-29T06:19:15","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","",""
"","","","4959","message","2020-08-29T06:19:53","Работаем с Пушкиным!","9712980906","29 августа корреспондентов, фотографов и операторов зарубежных изданий стали массово уведомлять о лишении аккредитации. \n\nЧто теперь будет? Никто не сможет видеть то, что творится в Беларуси? \n\nОтвечаем на эти вопросы: ","","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","720","494","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/698575.html?tg","","","","","","","","","","","","","","","","","","",""
"","","","4961","message","2020-08-29T09:50:10","Работаем с Пушкиным!","9712980906","","bold","Закрыты станции метро площадь Победы и Купаловская/Октябрьская.","","","","","","","","","","","","","","","","","","",""
"","","","4962","message","2020-08-29T09:51:00","Работаем с Пушкиным!","9712980906","В Орше сегодня горел ""Савушкин-Орша"" , где только вчера был Лукашенко.","","","","","","","","","","","576","1024","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","","","",""
"","","","4963","message","2020-08-29T11:04:32","Работаем с Пушкиным!","9712980906","Завод все еще горит.\n\nЕго еще не потушили.","","","","","","","","","","(File not included. Change data exporting settings to download.)","636","600","","","","","","4962","","",""
"","","","4964","message","2020-08-29T11:05:29","Работаем с Пушкиным!","9712980906","Минск сегодня с высоты 😍\n\nФото: ","","","","","","","","","","(File not included. Change data exporting settings to download.)","540","720","","","","","","","","",""
"","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","","","","","",""
"","","","4965","message","2020-08-29T14:06:46","Работаем с Пушкиным!","9712980906","В Минске в рядах ОМОНа появились девушки.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1023","575","","","","","","","","",""
"","","","4966","message","2020-08-30T07:04:21","Работаем с Пушкиным!","9712980906","","bold","Закрыты станции метро Купаловская, Октябрьская, Площадь Победы.","","","","","","","","","","","","","","","","","","",""
"","","","4967","message","2020-08-30T07:24:38","Работаем с Пушкиным!","9712980906","Проспект Независимости сейчас.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","",""
"","","","4968","message","2020-08-30T07:45:27","Работаем с Пушкиным!","9712980906","Центр Минска сейчас.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","",""
"","","","4969","message","2020-08-30T07:51:46","Работаем с Пушкиным!","9712980906","Вот так выглядят задержания на проспекте Независимости.","","","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","","","",""
"","","","4970","message","2020-08-30T07:53:26","Работаем с Пушкиным!","9712980906","Пока у вас есть интернет (есть инфа, что скоро отключат), советую скачать приложения для VPN (на скрине мой топ).\n\np.s. Вы можете найти и море других приложений, которых нет на скрине. Выбор за вами.","","","","","","","","","","(File not included. Change data exporting settings to download.)","828","694","","","","","","","","",""
"","","","4971","message","2020-08-30T09:16:13","Работаем с Пушкиным!","9712980906","А вот и тяжелая техника выехала. Против безоружных людей.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","",""
"","","","4972","message","2020-08-30T09:24:24","Работаем с Пушкиным!","9712980906","Вот так сейчас возле дворца Независимости.\n\nФото: Всеволод Улитко, ","","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","4973","message","2020-08-30T09:30:24","Работаем с Пушкиным!","9712980906","И так у всех других операторов.","","","","","","","","","","(File not included. Change data exporting settings to download.)","737","775","","","","","","","","",""
"","","","4974","message","2020-08-30T09:38:48","Работаем с Пушкиным!","9712980906","ААААААА, БМП В МИНСКЕ!!!","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","85","","","",""
"","","","4975","message","2020-08-30T10:56:17","Работаем с Пушкиным!","9712980906","А тем временем под Минском","","","","","","","","","","(File not included. Change data exporting settings to download.)","915","1280","","","","","","","","",""
"","","","4976","message","2020-08-30T11:19:27","Работаем с Пушкиным!","9712980906","Пресс-секретарь Лукашенко на вопрос о местонахождении президента прислала РИА Новости его фото с автоматом на фоне дворца Независимости","","","","","","","","","","(File not included. Change data exporting settings to download.)","1024","768","","","","","","","2020-08-30T11:20:46","",""
"","","","4977","message","2020-08-30T11:44:33","Работаем с Пушкиным!","9712980906","Дождь затопил магазин.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","",""
"","","","4978","message","2020-08-31T05:37:11","Работаем с Пушкиным!","9712980906","Подпишитесь на мой личный Instagram и будете первыми знать, что происходит в Беларуси — ","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","844","","","","","","","","",""
"","","","","","","","","","link","https://www.instagram.com/mc_maxim/","","","","","","","","","","","","","","","","","","",""
"","","","4979","message","2020-08-31T06:52:36","Работаем с Пушкиным!","9712980906","Следы на асфальте после вчерашних танков (которые выехали из части, остановились на МКАДе и ждали команду).","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","",""
"","","","4980","message","2020-08-31T06:52:36","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4981","message","2020-08-31T06:52:36","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4982","message","2020-08-31T08:47:25","Работаем с Пушкиным!","9712980906","","bold","Николай Лукашенко не будет учиться в Лицее БГУ, он забрал документы.","","","","","","","","(File not included. Change data exporting settings to download.)","1200","862","","","","","","","","",""
"","","","4983","message","2020-08-31T09:48:49","Работаем с Пушкиным!","9712980906","Прямо сейчас в Минске у посольства Литвы проходит митинг «СОБАЧКУ!» 🐶","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","44","","","",""
"","","","4984","message","2020-08-31T09:58:32","Работаем с Пушкиным!","9712980906","По неподтвержденной информации, митингующие требуют погладить вот этого красавца.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","1045","","","","","","4983","","",""
"","","","4985","message","2020-08-31T11:09:15","Работаем с Пушкиным!","9712980906","Гражданина Беларуси (другого гражданства у него нет) не впускают в Беларусь.\n\n😧😧😧😧\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/698761.html","","","","","","","","","","","","","","","","","","",""
"","","","4986","message","2020-08-31T15:47:48","Работаем с Пушкиным!","9712980906","На МКАДе прямо сейчас горит фура.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","",""
"","","","4987","message","2020-09-01T01:46:10","Работаем с Пушкиным!","9712980906","Сегодня в школу идет","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," 1 миллион 55 тысяч мальчиков и девочек. ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Из них 114 тысяч — первоклашки.","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," \nРасписание каникул:\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","•","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","осенние","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," — с 1 ноября по 8 ноября 2020-го включительно;\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","•","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","зимние","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," — с 25 декабря 2020-го по 10 января 2021-го включительно;\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","•","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","весенние","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," — с 28 марта по 4 апреля 2021-го включительно. \n\nЧто же касается летних каникул, то для большинства школьников они стартуют 1 июня. Те же, кто в следующем году оканчивает 9 классов, смогут начать отдыхать с 11 июня.","","","","","","","","","","","","","","","","","","","","",""
"","","","4988","message","2020-09-01T02:21:31","Работаем с Пушкиным!","9712980906","Медицинский колледж","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","","2020-09-01T02:31:55","",""
"","","","4989","message","2020-09-01T03:27:26","Работаем с Пушкиным!","9712980906","В БНТУ какие-то неизвестные в масках и капюшонах кошмарят студенток. \n\nИнтересно, где же милиция и охрана?","","","","","","","","","Чай з малинавым варэннем","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","","","",""
"","","","4990","message","2020-09-01T03:27:27","Работаем с Пушкиным!","9712980906","","","","","","","","","","Чай з малинавым варэннем","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","49","","","",""
"","","","4991","message","2020-09-01T04:00:17","Работаем с Пушкиным!","9712980906","Возле БНТУ сейчас.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","",""
"","","","4992","message","2020-09-01T04:10:46","Работаем с Пушкиным!","9712980906","","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","4991","","",""
"","","","4993","message","2020-09-01T04:17:01","Работаем с Пушкиным!","9712980906","Студенты МГЛУ кричат ОМОНУ «Лошки-Петушки».","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","",""
"","","","4994","message","2020-09-01T04:29:31","Работаем с Пушкиным!","9712980906","В Минске во дворе на Сморговском тракте уже который раз закрасили мурал с «диджеями перемен».","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","",""
"","","","4995","message","2020-09-01T04:30:06","Работаем с Пушкиным!","9712980906","Но жители домов быстро прибежали спасать мурал.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","4994","","",""
"","","","4996","message","2020-09-01T04:32:29","Работаем с Пушкиным!","9712980906","Отмыли!","","","","","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","4995","","",""
"","","","4997","message","2020-09-01T04:41:39","Работаем с Пушкиным!","9712980906","Начались задержания студентов.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","627","","","","","","","","",""
"","","","4998","message","2020-09-01T04:42:32","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","806","","","","","","4997","","",""
"","","","4999","message","2020-09-01T04:42:32","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","695","","","","","","4997","","",""
"","","","5000","message","2020-09-01T04:42:32","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","922","574","","","","","","4997","","",""
"","","","5001","message","2020-09-01T04:46:06","Работаем с Пушкиным!","9712980906","","bold","Станция метро Площадь Победы закрыта.","","","","","","","","","","","","","","","","","","",""
"","","","5002","message","2020-09-01T04:53:22","Работаем с Пушкиным!","9712980906","1 сентября в Беларуси — это….","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","90","","","",""
"","","","5003","message","2020-09-01T05:07:53","Работаем с Пушкиным!","9712980906","И еще…","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","5002","","",""
"","","","5004","message","2020-09-01T05:51:40","Работаем с Пушкиным!","9712980906","Считаю это фото дня.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","",""
"","","","5005","message","2020-09-01T06:05:59","Работаем с Пушкиным!","9712980906","Начальник по воспитательной работе с молодежью МГЛУ угрожает студентам ОМОНом.\n\n😶😶😶","","","","","","","","","","","560","848","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","","","",""
"","","","5006","message","2020-09-01T07:15:53","Работаем с Пушкиным!","9712980906","Офигеть. Строители ушли с работы и идут в центр Минска 😮","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","",""
"","","","5007","message","2020-09-01T07:22:35","Работаем с Пушкиным!","9712980906","","bold","«Комсомольскую правду» в Беларуси стерилизовали.","","","","","","","Кулуары KYKY","(File not included. Change data exporting settings to download.)","1272","826","","","","","","","","",""
"","","","","","","",""," Слева на фото — выпуск от 26 августа, справа — сегодняшний номер газеты. Мда уж.","","","","","","","","","","","","","","","","","","","","",""
"","","","5008","message","2020-09-01T09:00:57","Работаем с Пушкиным!","9712980906","Почти всех задержанных на Площади Победы студентов выпустили из Советского РУВД г. Минска.","","","","","","","","","","","","","","","","","","","","",""
"","","","5009","message","2020-09-01T10:08:32","Работаем с Пушкиным!","9712980906","Так журналистов ","","","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," задерживали возле стадиона ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","""Динамо","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""".","","","","","","","","","","","","","","","","","","","","",""
"","","","5010","message","2020-09-01T10:16:14","Работаем с Пушкиным!","9712980906","Тупо хапун.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","",""
"","","","5011","message","2020-09-01T14:51:47","Работаем с Пушкиным!","9712980906","Так выглядел во время работы на акциях журналист ","","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","695","1015","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," Алексей Судников. На нем был бейдж с именем, фото и названием издания, а также жилет с надписью ПРЭСА. Завтра его будут судить за участие в несанкционированной акции.","","","","","","","","","","","","","","","","","","","","",""
"","","","5012","message","2020-09-01T16:22:13","Работаем с Пушкиным!","9712980906","Салідарнасць: больш за 20 работнікаў Тутбая застаюцца на ноч пад РУУСам, дзе знаходзяцца затрыманыя калегі.","","","","","","","","","Наша Нiва","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","",""
"","","","5013","message","2020-09-01T17:29:12","Работаем с Пушкиным!","9712980906","Журналисты ","","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," продолжают стоять под РУВД.","","","","","","","","","","","","","","","","","","","","",""
"","","","5014","message","2020-09-02T04:19:29","Работаем с Пушкиным!","9712980906","В Минске человек с альпинистским снаряжением снимает флаги с дома. 🤦🏻🤦🏻🤦🏻","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","57","","","",""
"","","","5015","message","2020-09-02T05:37:42","Работаем с Пушкиным!","9712980906","","bold","МВД: в Беларуси в протестных акциях 1 сентября участвовали 2,3 тысячи человек, задержаны 128 человек.","","","","","","","","","","","","","","","","","","",""
"","","","5016","message","2020-09-02T06:16:53","Работаем с Пушкиным!","9712980906","МГЛУ сейчас.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","","","",""
"","","","5017","message","2020-09-02T07:23:56","Работаем с Пушкиным!","9712980906","В БНТУ появились «люди в черном».\n\nОни предупредили, что как провокация будет расценена и включенная камера телефона. А любое скопление людей — как срыв учебного процесса. Если кому-то не нравится — пусть «уезжают учиться в Польшу».","","","","","","","","","","(File not included. Change data exporting settings to download.)","1168","657","","","","","","","","",""
"","","","5018","message","2020-09-02T07:23:56","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","951","1091","","","","","","","","",""
