"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__title","messages__reply_to_message_id"
"","","","","","","","","","","","",".","","","","","","","","","","","","","","","","","","","","",""
"","","","1595","message","2020-09-04T02:57:09","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","❗Суд Кастрычніцкага раёна. Справы журналістаў прывезлі, але калі будуць судзіць — невядома. Падтрымаць калег прыйшлі некалькі дзясяткаў калег","","","","","","","","","","","","","","","","","","","","",""
"","","","1596","message","2020-09-04T03:06:54","2020-09-04T03:07:18","БАЖ / BAJ","9691800322","","","","","bold","Минский провайдер объявил, что будет блокировать зарубежные DNS\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","С 15 сентября госструктурам, подключенным к интернету через провайдера ""Деловая сеть"", ограничиваются способы обхода блокировки сайтов. ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Это хоть и небольшой, но еще один шаг к усилению контроля над информационным пространством в Беларуси.\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Специалист, знакомый с техническими деталями, объясняет ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@euroradio","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," что, учитывая характер блокировки интернета в прошлом, другие провайдеры (с более-менее значительной клиентской базой) уже давно внедрили такие ограничения. ""Сейчас и ""Деловую сеть"" подгоняют в этом направлении"", — делает вывод  собеседник.\n\nТехнологии, о которых идёт речь, могут быть ориентированы на безопасность. ""Но на этот счёт есть сомнения, особенно с учетом того, что так ""своевременно"" выполняется приказ ОАЦ"", — продолжает специалист.\n\n""Деловая сеть"" заявляет на своем веб-сайте, что ее клиентами являются более 4100 организаций из IT, банковского дела, розничной торговли, промышленности и сферы услуг.","","","","","","","","","","","","","","","","","","","","",""
"","","","1597","message","2020-09-04T03:38:05","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","","","","","",""
"","","","1598","message","2020-09-04T03:40:08","","БАЖ / BAJ","9691800322","","","","❗ Начинается процесс над Андреем Шавлюго","","","","","","","","","","","","","","","","","","","","",""
"","","","1599","message","2020-09-04T03:48:34","","БАЖ / BAJ","9691800322","","","","Журналиста Андрея Шавлюго судья Руденко допрашивает через скайп на ноутбуке. Звук очень тихий, в зале почти не слышно.\n\nАдвокат Зикрацкий просит обозреть в судебном заседании документы из дела, которое отправляли на доработку. Удовлетворили.\n\nАдвокат просит обозреть снимки со смартфона и фотокамеры журналиста. Суд отклонил. Якобы нет оснований.","","","","","","","","","","","","","","","","","","","","",""
"","","","1600","message","2020-09-04T03:50:02","","БАЖ / BAJ","9691800322","","","","Адвокат просит допросить свидетелей, которые были с журналистом на акции. Судья удовлетворил.","","","","","","","","","","","","","","","","","","","","",""
"","","","1601","message","2020-09-04T03:52:08","","БАЖ / BAJ","9691800322","","","","Оглашают протокол. Журналиста по-прежнему обвиняют в участии в шествии. Шавлюго не согласен с протоколом, в акции не участвовал","","","","","","","","","","","","","","","","","","","","",""
"","","","1602","message","2020-09-04T03:57:12","","БАЖ / BAJ","9691800322","","","","❗В суде перерыв на 2 минуты для установления связи со свидетелями-ОМОНовцами, их тоже будут допрашивать по Скайпу\n\nПараллельно с этим назначены суды и над остальными журналистами. Их будут судить параллельно с Шавлюго","","","","","","","","","","","","","","","","","","","","",""
"","","","1603","message","2020-09-04T04:01:28","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","Начинается суд над журналисткой Комсомолки Элешевич","","","","","","","","","","","","","","","","","","","","",""
"","","","1604","message","2020-09-04T04:04:17","","БАЖ / BAJ","9691800322","","","","Суд над Шавлюго продолжен. Допрашивают свидетеля-ОМОНовца. Адвокат Зикрацкий не уверен, что личность свидетеля установлена. Еще раз просит назвать ФИО свидетеля. Суд отказал","","","","","","","","","","","","","","","","","","","","",""
"","","","1606","message","2020-09-04T04:16:24","","БАЖ / BAJ","9691800322","","","","Зикрацкий продолжает допрашивать свидетеля, свидетель ничего конкретно не говорит: где конкретно увидел Шавлюго, в какое время, сколько было людей. Складывается впечатление , что судья подгоняет адвоката","","","","","","","","","","","","","","","","","","","","",""
"","","","1607","message","2020-09-04T04:20:06","2020-09-04T04:21:43","БАЖ / BAJ","9691800322","","","","Омоновец: Шавлюго был во главе колонны и давал указания колонне. Вербально. Говорил продолжать движение.\n\n- как близко вы находились к Шавлюго?\n- недалеко","","","","","","","","","","","","","","","","","","","","",""
"","","","1608","message","2020-09-04T04:24:49","","БАЖ / BAJ","9691800322","","","","Па суду над Андрэем Шаўлюгам складаецца ўражанне, што журналістаў прызнаюць вінаватымі.\n\nАмапаўцы напорыста сцвярджаюць пра віну, суддзя здымае пытанні адваката і адхіляе хадайніцтвы... 😟","","","","","","","","","","","","","","","","","","","","",""
"","","","1610","message","2020-09-04T04:39:38","","БАЖ / BAJ","9691800322","","","","Журналіст Радыё Свабода Антон Трафімовіч сьведчыць у судзе над Андрэям Шаўлюгам. Расказвае, што працаваў як журналіст на акцыі. Адразу пазнаў Андрея Шаўлюгу: ён ішоў зь ім поруч ад Інтэрнацыянальнай да Камсамольскай, гэты час ішлі ў сярэдзіне калёны. Расказвае, што Андрэй здымаў фота. Антон Трафімовіч кажа, што Андрэй Шаўлюга не выказваў ніякіх заклікаў, а працаваў","","","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","1611","message","2020-09-04T04:39:46","","БАЖ / BAJ","9691800322","","","","","bold","Суд над журналісткай КП Марыя Эляшэвіч\n\n","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","","","У пратаколе пазначаецца, што Эляшэвіч «узяла ўдзел у вулічным шэсьці, пэрыядычна заклікала ўдзельнікаў акцыі працягваць, не спыняцца». Журналістка катэгарычна нязгодная з тым, у чым яе вінавацяць. У судзе яна кажа, што нікога не заклікала і не прымала ўдзел у акцыі:\n\n«Мы нават не былі ў калёне», — перадае яе словы «Вясна».\n\nУ судзе над Эляшэвіч высьветлілася, што ўчастковы інспэктар міліцыі 3 верасьня аглядаў фота- і відэаздымкі на тэлефоне Марыі на Акрэсціна. Па словах журналісткі, супрацоўнік міліцыі глядзеў відэа бяз гуку на тэлефоне, але потым у пратаколе пазначыў, што людзі на відэа выкрыквалі лёзунгі. Ён сказаў, што зрабіў такую выснову па відэа іншых журналістаў.\n\nПершым сьведкам на судзе апытваюць супрацоўніка АМАП Анатоля Млечку. Ён распавёў, што працаваў на акцыі ў цывільным адзеньні і знаходзіліся ў калёне, перадае «Вясна»","","","","","","","","","","","","","","","","","","","","",""
"","","","1612","message","2020-09-04T04:47:42","2020-09-04T04:49:14","БАЖ / BAJ","9691800322","","","","Суд над Шавлюго. Следующий свидетель омоновец — Млечко Анатолий Михайлович:\n\n— Шавлюго призывал участников шествия продолжать движение","","","","","","","","","","","","","","","","","","","","",""
"","","","1613","message","2020-09-04T04:53:24","","БАЖ / BAJ","9691800322","","","","У судзе над журналісткай КП Марыяй Эляшэвіч адвакат працягвае настойваць, каб сьведкі выступалі адкрыта, бо «сакрэтны сьведка» ня можа быць удзельнікам працэсу — гэта грубае парушэньне заканадаўства\n\nУ адваката ёсьць інфармацыя, што дадзеныя сьведак Аляксандра Лідкоўскага і Анатоля Млечкі былі зьмененыя. Гэта несапраўдныя імёны сьведак. Усе спробы вызначыць асобу Анатоля Млечкі адваката былі судом спыненыя.\n\n«Мне яшчэ працаваць, я не хачу, каб ён ідэнтыфікаваў мае зьвесткі», — сказаў сьведка-амапавец.\n\nСупрацоўнік АМАП сказаў на судзе, што падчас акцыі ён знаходзіўся і ў калёне, і збоку, і каля яе. Адвакат спытаў, ці не распачаты ў дачыненьні да яго адміністрацыйны працэс паводле арт. 23.34 КаАП «удзел у несанкцыянаваным масавым мерапрыемстве, — перадае «Вясна»","","","","","","","","","","","","","","","","","","","","",""
"","","","1614","message","2020-09-04T05:08:11","","БАЖ / BAJ","9691800322","","","","❗В суде над Шавлюго перерыв до 15:00","","","","","","","","","","","","","","","","","","","","",""
"","","","1615","message","2020-09-04T05:20:05","","БАЖ / BAJ","9691800322","","","","","bold","У судзе над журналісткай КП Марыяй Эляшэвіч","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","",""," дапыталі супрацоўніка міліцыі, які таксама працаваў на акцыі ў цывільным адзеньні.\n\nЁн сьведчыць, што 1 верасьня ахоўваў грамадзкі парадак падчас несанкцыянаванай акцыі. Ён сказаў, што «дадзеная грамадзянка Эляшэвіч заклікала людзей рухацца далей, не спыняцца». Таксама ён расказаў, што ў яе быў тэлефон у руках, яна нешта пісала ў ім. З словаў міліцыянта, журналістка заклікала людзей, якія былі побач зь ёй. Але Марыя Эляшэвіч паўтарае, што на тым этапе яна нават ня брала інтэрвію ва ўдзельнікаў.\n\nПершае пытаньне адваката да сьведкі: «Назавіце сваё сапраўднае імя».\n\nАле судзьдзя Няборская адразу зьняла пытаньне, бо суд нібыта вызначыў асобу сьведкі.\n\nМіліцыянт сказаў, што ён не заўважыў бэджа журналісткі і ня памятае камізэлькі. Памятае толькі чорную майку на ёй, заплечнік, тэлефон.\n\nАдвакат заявіў хадайніцтва аб далучэньні да справы копіі пратаколу аб зьмяненьні анкетных зьвестак сьведкаў-міліцыянтаў, якія апынуліся ў адваката. Судзьдзя прыняла дакумэнт, але азнаёміцца зь ім вырашыла пазьней. Потым вырашыла зрабіць агляд дакумэнта на ноўтбуку адваката, перадае ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","«Вясна»","https://spring96.org/be/news/99380","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n\nУ судзе над Марыяй Эляшэвіч судзьдзя таксама разглядала відэаматэрыялы. Абвешчаны перапынак да 15.00","","","","","","","","","","","","","","","","","","","","",""
"","","","1616","message","2020-09-04T05:30:44","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","960","В суде началось рассмотрение дела журналиста ","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Алексея Судникова.","","","","","","","","","","","","","","","","","","","","",""
"","","","1618","message","2020-09-04T05:39:55","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1200","800","Вот так выглядит суд над журналистами.","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","1619","message","2020-09-04T05:39:55","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","1620","message","2020-09-04T05:55:52","","БАЖ / BAJ","9691800322","","","","","bold","«Блякада газэты з боку ўладаў працягваецца». Рэдакцыя «Народнай Волі» зьвярнулася па дапамогу \n\n","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","","","«Шаноўныя прыхільнікі свабоднага слова! На жаль, блякада газэты з боку ўладаў працягваецца: па-ранейшаму забаронены доступ як да друкарні, так і да эспэдыцыі „Белпошты“ і „Белсаюздруку“, якія займаюцца распаўсюдам выданьняў, — гаворыцца ў ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","звароце","https://svabod1.azureedge.net/a/30820485.html","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". — Ужо пяты нумар „Народнай Волі“ мы аддрукавалі пад Масквой. Які далейшы лёс? Калі да панядзелка не загарыцца „зялёнае сьвятло“ ў Беларусі, нумар за аўторак зьявіцца толькі пры ўмове, што на рахунку рэдакцыі будуць сродкі для пералічэньня іх расейскай друкарні».\n\nБанкаўскія рэквізыты для пералічэньня грошай на падтрымку газэты ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","па спасылцы","https://www.nv-online.info/2020/09/04/narodnuyu-volyu-budzem-vydavats-razam.html?fbclid=IwAR3HxT5HrtG4tdmUecj55vbsuiQxNrlu8g6cnv3URob_DGAG8hqh_vMsl8g","","","","","","","","","","","","","","","","","",""
"","","","1621","message","2020-09-04T06:01:02","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","952","1280","","bold","""Камсамолка"" выйшла з партрэтамі затрыманых журналістаў на першай паласе\n\n","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://www.facebook.com/photo.php?fbid=3298457486887582&set=p.3298457486887582&type=3&theater","","","","","","","","","","","","","","","","","","",""
"","","","1622","message","2020-09-04T06:01:47","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1020","802","","bold","АМАПаўцы-""сведкі"" па-ранейшаму баяцца ідэнтыфікацыі сябе, нават у судах сведчаць у балаклавах.","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Гэта адбітак іх самаадчування цяпер.\n\nСкрыншот з суда над журналістам Тут.бай (злева), суд адбываецца па скайпе.\n\nМУС абвінаваціла журналістаў папулярных беларускіх выданняў у ""каардынацыі акцый пратэсту"". \n\nПрацэс мусіў адбыцца пазаўчора, але адвакат журналіста выявіў, што ""сведка"" падаў сваім адрасам неіснуючы дом.\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","1623","message","2020-09-04T06:08:01","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","805","537","❗️","","","","","","","","Вясна / Правы чалавека ў Беларусі","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","У Мінску быў ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","затрыманы","https://spring96.org/be/news/99384","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," блогер Павел Спірын.\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Затрыманне адбылося ў межах крымінальнай справы ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","па ч.1 арт. 130 Крымінальнага кодэксу","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," - ""Наўмысныя дзеянні, накіраваныя на ўзбуджэнне расавай, нацыянальнай, рэлігійнай альбо іншай сацыяльнай варожасці або варожасці па прыкмеце расавай, нацыянальнай, рэлігійнай, моўнай ці іншай сацыяльнай прыналежнасці"". \n\nСправа звязана з фільмам Спірына ""Грань"", які быў ўнесены ў спіс экстрэмісцкіх матэрыялаў. Вядзе справу Цэнтральны апарат Следчага камітэту. Вядома, што ў доме ў Паўла Спірына прайшоў ператрус.","","","","","","","","","","","","","","","","","","","","",""
"","","","1624","message","2020-09-04T06:26:28","","БАЖ / BAJ","9691800322","","","","","bold","У судзе над журналістам «Камсамольскай праўды ў Беларусі» Мікітам Дубалекам","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","",""," (Недаверкавым) адвакат заявіў хадайніцтва аб далучэньні копіі пратаколу аб зьмяненьні анкетных дадзеных сьведкаў. Судзьдзя задаволіла хадайніцтва.\n\nТаксама адвакат Андрэй Мачалаў заявіў хадайніцтва, каб дапытаць у якасьці сьведкі журналіста Радыё Свабода Антона Трафімовіча. Судзьдзя Няброская задаволіла і гэтае хадайніцтва.\n\nУ пратаколе пазначана, што Мікіта Дубалека 1 верасьня з 15:30 да 16:20 браў актыўны ўдзел у несанкцыянаванай акцыі пратэсту. Паводле пратаколу, ён заклікаў людзей на акцыі «працягваць», «не спыняцца», «ісьці да плошчы Незалежнасьці» і іншае.\n\nЖурналіст катэгарычна ня згодны з абвінавачаньнем: «Я выконваў сваю працу. Я быў абазначаны бэйджам і камізэлькай „Прэса“». Ён распавёў, што з супрацоўнікам міліцыі ў ІЧУ 3 верасьня яны агледзелі 68 фрагмэнтаў відэа з камэры Мікіты. Мікіта заявіў, што на відэа, якія ёсьць у матэрыялах справы, бачна і чутна, што на пазначаных у пратаколах адрасах Мікіта трымаўся ўбаку і не выкрыкваў ніякіх лёзунгаў.\n\nПершым сьведкам на працэсе быў дапытаны супрацоўнік АМАПу Аляксандр Віткоўскі, перадае ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","«Вясна»","https://spring96.org/be/news/99380","","","","","","","","","","","","","","","","","",""
"","","","1625","message","2020-09-04T06:28:28","","БАЖ / BAJ","9691800322","","","","","bold","У судзе над Аляксеям Суднікавым","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","","","","","","","","",""," выступае сьведка Алег Новаш, ён не супрацоўнік АМАП. Ён блытаецца ў словах, дае паказаньні дрыжачым голасам. Кажа, што 1 верасьня вяртаўся з гандлёвага цэнтру «Няміга». На вуліцы Камсамольскай убачыў людзей са сьцягамі. На Інтэрнацыянальнай ён пабачыў Суднікава, у яго была камізэлька «Прэса»; сьведка кажа, што ў яго цёмныя валасы з зачосам направа. Зь ім была дзяўчына. Сьведка кажа, што ён накіроўваў людзей. Новаш ня змог патлумачыць, як Суднікаў даваў каманды ўдзельнікам шэсьця, кажа, што ня чуў іх.\n\nАбарона Суднікава сьцьвярджае, што Новаш Алег Аркадзьевіч — гэта іншы чалавек, а ня той, што прысутнічае ў судзе","","","","","","","","","","","","","","","","","","","","",""
"","","","1626","message","2020-09-04T06:36:59","2020-09-04T06:37:34","БАЖ / BAJ","9691800322","","","","","bold","Журналістку Ларысу Шчыракову сёння а 15-й будуць судзіць за ўдзел у несанкцыянаваным маршы. Яе прэвентыўна затрымалі ўчора\n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," 📌   Афіцыйны прадстаўнік УУС Гомельскага аблвыканкама Віталь Прыстромаў паведаміў 4 жніўня карэспандэнту Службы маніторынгу ГА ""БАЖ"", што Ларыса Шчыракова затрымана супрацоўнікамі Гомельскага РАУС у межах адміністрацыйнай справы аб удзеле ў несанкцыянаваным масавым мерапрыемстве (арт. 23.34 КаАП).\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","    Суд у дачыненні журналісткі прызначаны на 15.00.\n\nВечарам 3 верасня Ларысу Шчыракову затрымалі  супрацоўнікі Гомельскага РАУС  і прэвентыўна даставілі ў ізалятар. Непаўнагадовы сын журналісткі не мог патрапіць дадому, паколькі з-за арышту маці застаўся без ключоў.\n\n""Пазна ўвечары, — расказвае бабуля хлопчыка Тамара Шчыракова, — міліцыя прывезла ўнука да мяне дадому. Сёння ён не пайшоў у школу, бо да гэтага часу не можам патрапіць у дом"". \n\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://baj.by/be/content/zhurnalistku-larysu-shchyrakovu-syonnya-buduc-sudzic-za-udzel-u-nesankcyyanavanym-marshy-yae","","","","","","","","","","","","","","","","","","",""
"","","","1627","message","2020-09-04T06:49:12","","БАЖ / BAJ","9691800322","","","","У судзе над журналістам КП Мікітам Дубалекам амапавец Віткоўскі кажа, што падчас руху ў натоўпе «дадзены грамадзянін, як і некаторыя іншыя яго калегі, прыцягнулі ўвагу, падказвалі, што неабходна рабіць натоўпу». Па словах сьведкі, Мікіта Дубалека падказваў, як трэба рухацца. Казаў: «Хлопцы, рухаемся проста».\n\n\nНа акцыі Віткоўскі працаваў у цывільным адзеньні, ён адмовіўся назваць, у якой вопратцы ён тады працаваў з прычыны таго, што гэта можа адбіцца на ягонай бясьпецы ў далейшай працы. Па словах амапаўца, ён запомніў журналіста па «акуратнай бародцы», торбе з яркай устаўкай, камізэльцы «Прэса».\n\nНаступны сьведка — супрацоўнік АМАП Анатоль Млечка. Ён таксама працаваў на акцыі ў цывільным адзеньні, але адмовіўся апісаць гэтае адзеньне, бо «яму яшчэ працаваць«. Па словах сьведкі, ён знаходзіўся ў калёне, каб выяўляць «асабліва актыўных правакатараў».\n\n\nМлечка распавёў на судзе, што Дубалека падказваў, куды ісьці людзям, накіроўваў, «хутчэй каардынаваў». Па словах сьведкі, журналіст казаў: «Праходзім да праспэкта Незалежнасьці, не спыняемся». Млечка адзначае, што гэта не даслоўныя цытаты, але зьмест іх падобны.\n\n\nАдвакат заявіў хадайніцтва аб асабістай яўцы, каб вызначыць асобу сьведак, бо адвакат упэўнены, што гэтыя людзі не зьяўляюцца тымі, кім называюцца на судзе. Судзьдзя не задаволіла хадайніцтва, бо суд нібы вызначыў асобы сьведкаў.\n\n\nМікіта Дубалека зьвярнуў увагу, што адзін са сьведкаў заяўляў, што журналіст узначальваў галаву калёны на вуліцы Няміга. Але, па словах журналіста, ён ня мог узначальваць калёну, што бачна на відэа, якія маюцца ў яго на камэры.\n\n\nНа працэсе таксама дапыталі журналіста Радыё Свабода Антона Трафімовіча. Ён сьведчыць, што ніхто з журналістаў на акцыі, а гэта каля 20 калегаў, не даваў указаньні ўдзельнікам, яны назіралі, бралі інтэрвію, але ня ўмешваліся ў ход акцыі, перадае «Вясна».\n\nУ судзе абвясьцілі перапынак да 15.20","","","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","1628","message","2020-09-04T06:49:38","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","726","","bold","Суд над Алексеем Судниковым. ","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nВ суде показали видео, которое противоречит показаниям свидетелей из ОМОНа. \n\nСудя по записи, на пересечении улиц Интернациональная и Городской вал журналисты просто шли, ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","протестующих в тот момент не было рядом","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". \n\nОмоновцы говорили, что журналисты именно в этой точке «","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","голосом подбадривали протестующих","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","». Свидетель-прохожий с изменённым именем — что журналисты ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","руками показывали участникам акции, куда идти","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".","","","","","","","","","","","","","","","","","","","","",""
"","","","1629","message","2020-09-04T07:03:16","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1200","800","По делу журналиста ","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," Алексея Судникова объявлен перерыв до 15.20. Суд отказался выслушать свидетелей со стороны защиты. Со стороны обвинения выслушали сотрудников ОМОН. Также уже идет процесс по делу журналиста «Комсомольской правды в Беларуси» Никиты Дуболеко.\n\nСегодня в 16.50 заканчивается срок 72-часового задержания журналистов. Это значит, что удерживать их после этого времени без обвинительного постановления об аресте незаконно.","","","","","","","","","","","","","","","","","","","","",""
"","","","1630","message","2020-09-04T07:03:16","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1210","800","","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","1631","message","2020-09-04T08:29:10","","БАЖ / BAJ","9691800322","","","","В ","","","","","","","","Выборы видишь? | TUT.BY Политика","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","суде над журналисткой","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Надеждой Калининой","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," выступил свидетель Олег Новаш.\n\nПо его словам, Надежда на акции подзывала протестующих и указывала им, куда идти. Сам он этого не слышал, но ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","понял по движениям губ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," («там явно не признания в любви были»).\n\nИмя свидетеля изменено «в целях его безопасности». Он отказался назвать адрес и даже район Минска, в котором он живет. ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Судья снял все вопросы о том, как свидетель оказался на Немиге","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", что покупал в торговом центре. \n\nНа вопрос о том, где перешёл дорогу, Олег Новаш сам отказался ответить: «Я не гаишник». Как двигалась колонна протестующих — тоже не ответил: «","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Давайте не впутывайте меня больше","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", давайте не будем, я все сказал».\n\nСразу Новаш заявил, что в милиции его опросили 3 сентября. Однако согласно протоколу это было 1 сентября. Когда это выяснилось, свидетель заявил, что его опрашивали дважды.\n\n— А я смогу выйти? Меня никто там?.. — спрашивает свидетель после окончания опроса в суде.\n— А чего вам бояться? Вы же правду сказали, — говорит кто-то в зале.\n— Вы считаете, это смешно? — прерывает судья.\n\nИз суда «Новаша» увели с охраной, он уехал на машине с человеком в штатском.","","","","","","","","","","","","","","","","","","","","",""
"","","","1632","message","2020-09-04T08:31:29","","БАЖ / BAJ","9691800322","","","","Решение по делу журналистки КП Марии Элешевич: арест на трое суток.\n\nЕе признали виновной в участии в несанкционированной акции. Она выйдет уже сегодня.","","","","","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","1633","message","2020-09-04T08:32:32","","БАЖ / BAJ","9691800322","(File not included. Change data exporting settings to download.)","1280","879","Аднавіўся суд на журналістам БелаПАН Андрэем Шаўлюгам. У судзе ўдалося прагледзець відэа, якое раней не ўключалася. Яно мае давесьці, што журналіст не ішоў у калёне.\n\nАдвакат Андрэя Шаўлюгі Сяргей Зікрацкі зьвяртае ўвагу на сур’езныя працэсуальныя парушэньні: справу не «дапрацавалі», а фактычна, склалі новы пратакол. Сьведчаньні АМАП, паводле Зікрацкага, ня могуць быць прынятыя судом, бо ня вызначаныя іх асобы. Працэдура зьмены асабістых зьвестак сьведак не прадугледжаная законам","","","","","","","","Радыё Свабода — Беларусь","","","","","","","","","","","","",""
"","","","1634","message","2020-09-04T08:59:07","","БАЖ / BAJ","9691800322","","","","Затрыманы 1 верасня журналіст ""Камсамолкі"" і колішні супрацоўнік НН Мікіта Недаверкаў таксама асуджаны на 3 сутак арышту, якія ўжо амаль адбыў. Праз гадзіну мае выйсці на волю.\n","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","1635","message","2020-09-04T09:12:06","2020-09-04T09:18:31","БАЖ / BAJ","9691800322","","","","❗️Суд вынес решение по административному делу журналиста БелаПАН ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Андрея Шавлюго","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",": ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","трое суток ареста","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n\nЕго также признали виновным в участии в несанкционированной акции.\n\n❗️Святославу Зоркому (КП в Беларуси) тоже присудили трое суток ареста.","","","","","","","","","","","","","","","","","","","","",""
"","","","1636","message","2020-09-04T09:22:33","","БАЖ / BAJ","9691800322","","","","❗️ Суд вынес решение по делу журналиста ","","","","","","","","","","","","","","","","","","","","",""
