"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__sticker_emoji"
"отчислено","public_channel","9910498247","2911","message","2020-08-09T03:34:02","2020-08-09T03:34:19","отчислено","9910498247","(File not included. Change data exporting settings to download.)","720","1280","⚡️","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Отчислята, внимание","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","! Поступает много информации об испорченных заранее бюллетенях. При получении бюллетеня ВНИМАТЕЛЬНО осмотрите его на наличие заранее проставленных отметок. В случае, если на вашем бюллетене стоит посторонняя отметка, требуйте признания его недействительным и уничтожения этого бюллетеня при вас!","","","","","","","","","","","","","","","","",""
"","","","2913","message","2020-08-09T04:25:08","2020-08-09T04:27:22","отчислено","9910498247","(File not included. Change data exporting settings to download.)","792","1280","","text_link","ПолесГУ","https://instagram.com/polessu?igshid=1v0poirk429wg","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," с нами!❤️","","","","","","","","","","","","","","","","",""
"","","","2914","message","2020-08-09T05:30:29","2020-08-09T05:30:44","отчислено","9910498247","","","","На случай блокировки телеграма   подпишитесь на нас в других соцсетях, будем пробовать информировать вас там!👇🏻\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Инстаграм","https://instagram.com/studentyby?igshid=18wxw74dpgk5j","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","ВКонтакте","https://vk.com/studenty_by","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Одноклассники","https://m.ok.ru/dk?st.cmd=altGroupMain&st.groupId=55953371824147&st.frwd=on&st.page=1&_prevCmd=altGroupMain&tkn=210","","","","","","","","","","","","","",""
"","","","2915","message","2020-08-09T07:21:26","","отчислено","9910498247","","","","Сегодня после голосования, отвечая на вопросы СМИ, президент в очередной раз высказался про молодежь.\n\nПо мнению Александра Лукашенко, в нашей стране разная молодежь — «есть и такая, и сякая».\n\n— Молодежь, как я говорил, разная. И знаете, если уже о молодежи… Вот я вчера приехал в поле, и там работают комбайнеры. Комбайнеры — это профессора сельского хозяйства, а рядом с ними или дочурка, 17−18−19 лет, или жена, молодой экипаж и прочее, и прочее. Или просто молодые ребята работают. Ну такие, как пивко, как я сказал, потягивают здесь в Минске. Знаете, мне как-то больно стало за этих ребят. Эти молодые ребята, им 25−30 лет, посмотреть на их руки, заскорузлые такие, под ногтями вся чернота. Я вспомнил, как когда-то работал в сельском хозяйстве. Они сегодня нам хлеб убирают! А мы тут разглагольствуем о какой-то демократии, о том, что Мороз какую-то задержали, еще чего-то. Туда — в поле! На перевоспитание.","","","","","","","","","","","","","","","","",""
"","","","2916","message","2020-08-09T08:49:59","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1080","1080","❗️Срочно❗️\n\nБеларускую версию сайта платформы «Голос» подменили.\nПереходя по старой ссылке, вы попадаете на сайт-заглушку, которая просит вас оставить свой номер телефона.\nНовый адрес «Голоса» — ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","bit.ly/golos_pro","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".\n\nНЕ используйте старый сайт «Голоса», находясь в Беларуси.\nНЕ оставляйте свои данные на фейковом сайте.\nОтправляйте фото своих бюллтеней ТОЛЬКО через чат-боты.\n\nНапоминаем правильные адреса:\nТелеграм: ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@golosby_bot","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\nВайбер: viber://pa?chatURI=golos-by\n\nБолее 1 миллиона пользователей, которые уже были зарегистрированы на платформе, в безопасности. Их данным ничего не угрожает, а фото бюллетеней по-прежнему можно отправлять через мессенджер.\n\nЕщё раз. Отправляем фотографии ТОЛЬКО через чат-бот. НЕ оставляем свой номер телефона на сайте.\n\nРасскажите друзьям, раскидайте в чаты, предупредите родителей.\nСпасибо.","","","","","","","","","","","","","","","","",""
"","","","2917","message","2020-08-09T12:15:43","","отчислено","9910498247","","","","РИА Новости спросили у Минсвязи Беларуси, с чем связаны проблемы с интернетом в день выборов. Там ответили, что у них выходной.\n🤷‍♂️","","","","отчислено live","","","","","","","","","","","","",""
"","","","2918","message","2020-08-09T12:39:26","","отчислено","9910498247","","","","","bold","Сотни выпускников ФМО БГУ разных лет подписали открытое ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","обращение","https://exaequoetbono.wixsite.com/firbsu","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold"," по ситуации с выборами в Беларуси","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n«В свободной современной европейской стране человека не задерживают за то, что он «не в той майке», «не в той очереди», за то, что он включил «не ту песню», — сказано в тексте обращения.\n\nВ обращении содержится призыв к властям Беларуси соблюдать права граждан и не допустить, чтобы в результате их проведения были сломаны человеческие жизни, а также выражается солидарность со всеми, кто уже пострадал за свои политические убеждения. Дипломированные международники напоминают, что наша страна подарила Европе первую конституцию (имеется в виду конституция Речи Посполитой 3 мая 1791 года) и призывают брать из прошлого правовые традиции нашей страны, а не способы борьбы с инакомыслием.","","","","","","","","","","","","","","","","",""
"","","","2919","message","2020-08-09T13:43:19","","отчислено","9910498247","","","","ЦИК озвучил предварительные результаты голосования на закрывшихся в 20:00 участках в 5 регионах республики. \n\nДмитриев — 1,34%\nЧеречень — 1,44%\nКонопацкая — 2,38%\nТихановская — 6,98%\nЛукашенко — 82,08%\n\nПротив всех проголосовали 4,82% избирателей.","","","","отчислено live","","","","","","","","","","","","",""
"","","","2921","message","2020-08-10T03:49:57","2020-08-10T04:09:19","отчислено","9910498247","","","","Доброе утро всем, кроме сотрудников ОМОН.\nПоступает много вопросов, так что сообщаем, что со всеми членами редакции «отчислено» всё в порядке, все на свободе и без ранений, спасибо всем, кто переживал, спасибо всем, кто не остался в стороне😌\n\nUPD: Пришли плохие новости: у одного из редакторов сломано ребро.","","","","","","","","","","","","","","","","",""
"","","","2922","message","2020-08-10T04:35:23","","отчислено","9910498247","","480","256","«Пока мордобоя не было, просто мы вас поставили на место», — заявил Лукашенко.\n\nТакже он сказал, что выполнял свои конституционные обязанности.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","123","","","","","","","",""
"","","","2923","message","2020-08-10T07:55:13","2020-08-10T08:54:41","отчислено","9910498247","","","","Друзья, подготовили для вас список рабочих VPN сервисов для мобильных устройств:\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","1) Psiphon VPN","https://t.me/kraina97/356","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","2) Windscribe VPN","https://t.me/kraina97/357","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","3) OpenVPN","https://t.me/kraina97/358","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","4) AdGuard VPN","https://t.me/kraina97/359","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","5) Tachyon VPN","http://tachyon.eco/","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nДля ПК:\nPsiphon VPN (Windows) \n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","СКАЧАТЬ","https://t.me/kraina97/361","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," \n\nЕсли у вас не работает аппстор или плеймаркет Psiphon VPN можно скачать на ПК и телефон по этой ссылке👇🏻\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","http://209.250.250.239/","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nА так же, напоминаем про ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Proxy","https://t.me/nexta_tv/3574","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nЧтобы поставить ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Psiphon","https://itunes.apple.com/us/app/psiphon/id1276263909?ls=1&mt=8","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," на iOS - постарайтесь расшарить интернет с устройства, на котором уже работает VPN(как вариант, после установки на мак - подключиться через провод). На айфоны можно поставить только через аппстор, и со вчерашнего дня он заблокирован в Беларуси большую часть времени. Через VPN - периодически пробивается.\n\nМаксимально распространите эту информацию, чтобы у большего количества людей появился доступ в интернет!","","","","","","","","","","","","","","","","",""
"","","","2924","message","2020-08-10T09:37:05","2020-08-10T09:37:12","отчислено","9910498247","","848","464","Появилось видео с дрона, где видно, как вчера разгоняли акции протеста.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","108","","","","","","","",""
"","","","2925","message","2020-08-10T09:47:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","828","320","Нам сообщают, что сотрудники ОМОН находятся в главном корпусе БГУ и угрожают задержанием за фото или слив информации в сеть.\nВозле БГУФК стоят автозаки.","","","","","","","","","","","","","","","","",""
"","","","2926","message","2020-08-10T09:47:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","541","720","","","","","","","","","","","","","","","","","",""
"","","","2927","message","2020-08-10T09:47:25","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","462","616","","","","","","","","","","","","","","","","","",""
"","","","2928","message","2020-08-10T10:00:08","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","511","681","БГПУ в оцеплении, выходы на площадь перекрыты.\nИз педагогического университета людей выгнали, сотрудников распустили, внутрь никого не впускают.\n\nКолонны машин по обе стороны моста. Ранее сотрудники были в форме, теперь в полной экипировке.\n\nВо дворике Красного костёла автобусы полные милиции и сотрудников ОМОН.","","","","","","","","","","","","","","","","",""
"","","","2929","message","2020-08-10T10:00:09","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","572","763","","","","","","","","","","","","","","","","","",""
"","","","2930","message","2020-08-10T10:00:09","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","787","590","","","","","","","","","","","","","","","","","",""
"","","","2931","message","2020-08-10T10:00:09","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","787","590","","","","","","","","","","","","","","","","","",""
"","","","2932","message","2020-08-10T11:04:06","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","591","1280","Больше всего вопросов поступает о том, как добыть драгоценный сейчас Psiphon VPN на айфон, вот краткая инструкция:\n1. Заходи в настройки сети Wi-Fi (кнопка “i”)\n2. В самом низу HTTP-прокси > Настроить вручную.\n3. Вводи настройки прокси:\n\nСервер: ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","zhyve.k7paul.com","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\nПорт: 80\nUsername: zhyve\nПароль: belarus\n\n4. После этого начинает работать AppStore, в нем скачивается Psiphon:\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://apps.apple.com/us/app/psiphon/id127626390","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nМы не уверены, что данный способ будет долго работать, но попробуйте.","","","","","","","","","","","","","","","","",""
"","","","2933","message","2020-08-10T11:41:07","","отчислено","9910498247","","","","Центральные станции метро - Немига, Молодежна, Фрунзенская, Купаловская, Октябрьская, площадь Ленина закрыты.","","","","Чай з малинавым варэннем","","","","","","","","","","","","",""
"","","","2935","message","2020-08-10T14:46:31","","отчислено","9910498247","","1280","720","Военный спецназ в Минске стреляет по людям, ранили журналистку","","","","Чай з малинавым варэннем","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","",""
"","","","2936","message","2020-08-10T15:01:08","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","960","Фото с дрона, на Пушкинской собралось много людей.","","","","","","","","","","","","","","","","",""
"","","","2937","message","2020-08-10T15:08:04","","отчислено","9910498247","","","","Если у вас есть фото или информация о происходящем в районах Минска, присылайте ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@Vkl_Vitayt","","","","","","","","","","","","","","",""
"","","","2938","message","2020-08-10T15:13:15","","отчислено","9910498247","","","","","bold","Минск","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","",", площадь Притыцкого. Движение транспорта заблокировано с обеих сторон проспекта Пушкина и улицы Притыцкого. В автобусах и троллейбусах людей нет.\n\nПротестующие пытаются соорудить баррикады на улице Притыцкого по направлению от центра: установили три пластиковых мусорных бака, вазоны с цветами.\n\nДля движения транспорта по направлению к станции метро «Спортивная» оставили одну полосу.","","","","","","","","","","","","","","","","",""
"","","","2940","message","2020-08-10T15:38:00","","отчислено","9910498247","","","","На Пушкинской силовой разгон, стреляют и используют гранаты.","","","","","","","","","","","","","","","","",""
"","","","2942","message","2020-08-10T15:42:54","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","853","Пушкинская.","","","","","","","","","","","","","","","","",""
"","","","2943","message","2020-08-10T15:46:55","","отчислено","9910498247","","","","Госсекретарь США Майкл Помпео назвал выборы в Беларуси несвободными и несправедливыми.\n— США призывают власти Беларуси уважать права граждан на участие в мирных собраниях и воздерживаться от применения силы.","","","","","","","","","","","","","","","","",""
"","","","2945","message","2020-08-10T15:52:52","","отчислено","9910498247","","","","Пушкинская, Спортивная, Кунцевщина открывайте свои подъезды!","","","","","","","","","","","","","","","","",""
"","","","2946","message","2020-08-10T15:57:37","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","723","Независимости - Козлова","","","","","","","","","","","","","","","","",""
"","","","2947","message","2020-08-10T15:58:30","","отчислено","9910498247","","720","1280","Ранен водитель автобуса Сибилёв Павел возле кинотеатра Аврора.","","","","Беларусь головного мозга","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","",""
"","","","2948","message","2020-08-10T16:03:01","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1140","773","Все центральные улицы Минска перекрыты!","","","","","","","","","","","","","","","","",""
"","","","2952","message","2020-08-10T16:05:53","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","853","Противостояние людей и ОМОНа на Немиге.","","","","","","","","","","","","","","","","",""
"","","","2953","message","2020-08-10T16:05:53","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","","",""
"","","","2954","message","2020-08-10T16:07:45","2020-08-10T16:08:12","отчислено","9910498247","","","","Журналистку Белсат Татьяну Капитонову контузило во время атаки силовиков на ст.м. Пушкинская.","","","","","","","","","","","","","","","","",""
"","","","2955","message","2020-08-10T16:10:02","2020-08-10T16:10:52","отчислено","9910498247","","","","Возле ТЦ «Рига» строят баррикады.","","","","","","","","","","","","","","","","",""
"","","","2956","message","2020-08-10T16:13:13","2020-08-10T16:13:26","отчислено","9910498247","","","","Бойцы Альфа заняли перекрёсток проспекта Пушкина и Притыцкого, у них в руках травматическое оружие. Вокруг них по кругу площади демонстранты, некоторые из демонстрантов кидают камни.","","","","","","","","","","","","","","","","",""
"","","","2957","message","2020-08-10T16:17:59","","отчислено","9910498247","","1280","720","ОМОН не успевает передвигаться по разным частям города.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","59","","","","","","","",""
"","","","2958","message","2020-08-10T16:29:30","","отчислено","9910498247","","","","Автозаки двигаются в сторону Риги","","","","#МотолькоПомоги этому городишко от 3% избавиться","","","","","","","","","","","","",""
"","","","2959","message","2020-08-10T16:31:26","","отчислено","9910498247","","360","640","На Риге сейчас начнется зачистка ОМОНом.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","",""
"","","","2960","message","2020-08-10T16:32:17","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","720","Там уже выстроили баррикады и ждут столкновений.","","","","","","","","","","2959","","","","","","",""
"","","","2961","message","2020-08-10T16:35:07","","отчислено","9910498247","","","","Белсат: БТР едут на Бангалор.","","","","","","","","","","","","","","","","",""
"","","","2962","message","2020-08-10T16:40:11","","отчислено","9910498247","","","","На «Риге» начался силовой разгон: выстрелы, светошумовые гранаты.","","","","Onliner","","","","","","","","","","","","",""
"","","","2963","message","2020-08-10T16:44:38","2020-08-10T16:46:50","отчислено","9910498247","","","","МВД: 1 человек умер около 23.00, в ходе массовых беспорядков в Минске на проспекте Притыцкого.","","","","","","","","","","","","","","","","",""
"","","","2964","message","2020-08-10T16:57:56","","отчислено","9910498247","","720","1280","Минск, ст.м Спортивная.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","","","","","","","",""
"","","","2965","message","2020-08-10T17:01:40","","отчислено","9910498247","","","","ОМОН использует скорые как троянских коней, чтобы пробираться ближе к протестующим.\n\nСкорые, которые должны спасать людей и которые нас всю жизнь учили пропускать","","","","Чай з малинавым варэннем","","","","","","","","","","","","",""
"","","","2966","message","2020-08-10T17:02:20","","отчислено","9910498247","","","","Стычки возле «Риги» продолжаются, демонстранты запускают фейерверки, ОМОН атакует из светошумовыми гранатами.","","","","","","","","","","","","","","","","",""
"","","","2967","message","2020-08-10T17:02:22","2020-08-10T17:02:49","отчислено","9910498247","","1280","720","Баррикады возле ТЦ ""Рига""","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","","","","","","","",""
"","","","2968","message","2020-08-10T17:05:21","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1200","799","Пушкинская сегодня.","","","","","","","","","","","","","","","","",""
"","","","2969","message","2020-08-10T17:05:21","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","","",""
"","","","2970","message","2020-08-10T17:09:44","","отчислено","9910498247","","","","Очевидцы сообщают, что после жесткого разгона протестующие возвращаются в район «Риги», пытаются соорудить на проезжей части какие-то баррикады.","","","","Onliner","","","","","","","","","","","","",""
"","","","2971","message","2020-08-10T17:16:43","","отчислено","9910498247","","","","⚡️На Прытыцкага людзей жорстка разганяюць\n\nУ байцоў АМАПу ляцяць ""кактэйлі Молатава""","","","","Euroradio","","","","","","","","","","","","",""
"","","","2972","message","2020-08-10T17:22:06","","отчислено","9910498247","","1280","720","Разгон на Пушкинской - взрывы и силовики.","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","59","","","","","","","",""
"","","","2973","message","2020-08-10T17:30:36","","отчислено","9910498247","","1280","720","🤦В это время на информационном канале Беларусь 24 показывают репортаж о подготовке сборной по биатлону к предстоящей Олимпиаде.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","","",""
"","","","2974","message","2020-08-10T17:33:09","","отчислено","9910498247","","854","480","Разгон протестующих гранатами около метро Пушкинская.","","","","Onliner","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","111","","","","","","","",""
"","","","2975","message","2020-08-10T18:12:57","","отчислено","9910498247","","720","1280","""Маяк Минска"" скандирует ""Жыве Беларусь""","","","","Чай з малинавым варэннем","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","","","",""
"","","","2976","message","2020-08-10T18:39:22","","отчислено","9910498247","","1280","720","Восток! Сотни людей вышли на улицы!","","","","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","","","","","","","",""
"","","","2978","message","2020-08-10T18:56:01","","отчислено","9910498247","","","","Президент Литвы заявил, что ЕС стоит обсудить санкции в отношении Беларуси.","","","","","","","","","","","","","","","","",""
"","","","2979","message","2020-08-10T19:07:04","","отчислено","9910498247","","","","Задержали главного редактора Нашей Нивы.","","","","","","","","","","","","","","","","",""
"","","","2980","message","2020-08-10T19:10:52","","отчислено","9910498247","","","","Около двух часов ночи возле магазина ""Алми"" на проспекте Дзержинского ездили четыре автозака, догоняли разбегающихся людей. Перекрыта полоса на проспекте в сторону центра, недалеко от студенческой деревни.","","","","TUT.BY новости","","","","","","","","","","","","",""
"","","","2981","message","2020-08-10T19:14:20","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1209","805","А что, так можно было?","","","","","","","","","","","","","","","","",""
"","","","2982","message","2020-08-11T03:26:50","","отчислено","9910498247","","","","","bold","Светлану Тихановскую вывезли из страны белорусские власти, ее отъезд позволил освободить начальника ее штаба Марию Мороз, задержанную накануне выборов. ","","TUT.BY новости","","","","","","","","","","","","",""
"","","","","","","","","","","","","Об этом рассказала доверенное лицо Тихановской Ольга Ковалькова.\n\n— У Светланы не было выбора. Важно, что она на свободе и жива. Они уехали вместе с Марией Мороз. Однако в заложниках продолжает находиться часть команды Светланы. \n\nСейчас у нас две задачи: защитить наш выбор и остановить кровопролитие. Сейчас ситуация критическая, как бы нам всем ни было тяжело, нам нужно отказаться от насилия, мы должны защищать нашу победу легальными, ненасильственными способами. Мы призываем все демократические силы и сторонников перемен объединяться, сегодня мы будем проводить экстренные консультации и договариваться о совместных действиях.","","","","","","","","","","","","","","","","",""
"","","","2983","message","2020-08-11T05:33:19","","отчислено","9910498247","","","","По информации «Нашай Нівы» в Пинск перекинули большое количество силовиков, только в общежитии ПолесГУ размещается 300 военных. \n\nНу что, студенты, кажется, у вас отжали общежитие.","","","","","","","","","","","","","","","","",""
"","","","2984","message","2020-08-11T06:10:24","","отчислено","9910498247","","","","","bold","ВОЛНА СОЛИДАРНОСТИ В ОТВЕТ НА ВОЛНУ НАСИЛИЯ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nСейчас важно поддержать раненых, арестованных, оштрафованных людей, которые хотят свободы.\nЭто можно сделать через сбор кампании ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@BY_help","","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," по ссылке ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://bit.ly/3gOrRzh","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\nТакже доступны пожертвования через PayPal ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://bit.ly/byhelp_paypal","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\nКаждый кто пострадал может обратиться за помощью через форму ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","bit.ly/byhelpme","","","","","","","","","","","","","","",""
"","","","2985","message","2020-08-11T06:22:53","","отчислено","9910498247","","","","МВД сообщает, что за два дня протестов по всей стране задержано 5000 человек, 60 сотрудников пострадали.","","","","","","","","","","","","","","","","",""
"","","","2986","message","2020-08-11T06:48:56","","отчислено","9910498247","","","","⚡️ЕС резко усилил давление на Лукашенко. \n\n📍Еврокомиссия выражает сомнения, что выборы в Беларуси выражают мнение большинства. \n\n📍Главы МИД всех стран ЕС рассмотрят введение санкций. \n\n📍МИД ФРГ призвал немедленно отпустить демонстрантов.","","","","Протесты в мире","","","","","","","","","","","","",""
"","","","2987","message","2020-08-11T06:52:15","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","1280","776","Есть один лайфхак, может поможет. Выключаете роутер из розетки или кнопкой, потом включаете и есть вероятность, что пару минут будет работать нормально интернет и AppStore.","","","","Newtonlabs Pro","","","","","","","","","","","","",""
"","","","2988","message","2020-08-11T07:19:15","","отчислено","9910498247","","","","","bold","Мария Колесникова прокомментировала видео, где Светлана Тихановская говорит не выходить на площади\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","«Она была без связи со своим адвокатом. Мы видели, что прошли люди с оборудованием, похожим на видеотехнику — результат вы знаете. Максим видит Светлану, выходящую из кабинета, — она сказала, что выйдет через другой вход.\n\nПо какому праву кандидата в президенты оставляют с представителями силовых структур без адвокатов на несколько часов? Почему, приходя на прием к председателю ЦИК, люди в итоге остаются задержанными силовыми структурами?\n\nУ меня нет связи со Светланой. Лично я остаюсь в Беларуси, не собираюсь никуда уезжать. Я поддерживаю решение Светланы. Света, если ты меня слышишь, — ты — герой, ты сделала очень многое для Беларуси».","","","","","","","","","","","","","","","","",""
"","","","2990","message","2020-08-11T08:12:26","","отчислено","9910498247","","720","1280","В минском метро мужчина стал на рельсы с плакатом ""Хватит калечить и убивать людей"".\n\nВидео: ","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","","","","","",""
"","","","","","","","","","","","","","mention","@radiosvaboda","","","","","","","","","","","","","","",""
"","","","2991","message","2020-08-11T08:30:12","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","762","1279","Только что произошло возгорание около станции метро Парк Челюскинцев. Если у вас есть информация об этом, пишите ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@lesnaya_a","","","","","","","","","","","","","","",""
"","","","2992","message","2020-08-11T08:42:31","2020-08-11T08:47:22","отчислено","9910498247","","384","640","Колонна силовиков выдвинулась в сторону Немиги, видно, что многие закрываются шторками автобуса, чтобы их не было видно. В машине скорой помощи, как видим, не врачи. На проспекте колонну встретили сигналами автомобилей.","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","86","","","","","","","",""
"","","","2993","message","2020-08-11T09:07:08","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","731","548","Возле Минобра автозаки. Проспект перекрывают.","","","","","","","","","","","","","","","","",""
"","","","2994","message","2020-08-11T09:07:08","","отчислено","9910498247","(File not included. Change data exporting settings to download.)","615","488","","","","","","","","","","","","","","","","","",""
"","","","2995","message","2020-08-11T09:33:17","","отчислено","9910498247","","","","Штаб Тихановской:\nМы поддерживаем всех, кто протестует против фальсификаций и борется за свои права мирными способами. Мы солидарны со всеми, кто отстаивает свое право на лучшее будущее для себя и своих детей.\nМы против насилия и просим власти не применять насилие против мирных граждан.\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Мы предлагаем начать диалог о мирной передаче власти народу без насилия и потрясений.","","","","","","","","","","","","","","",""
"","","","2996","message","2020-08-11T09:43:22","","отчислено","9910498247","","","","Минздрав: На сегодняшний день в стационарах республики находятся на лечении чуть больше 200 человек, пострадавших во время уличных акций протестов.","","","","","","","","","","","","","","","","",""
"","","","2997","message","2020-08-11T10:27:42","","отчислено","9910498247","","","","Друзья, хотим напомнить про наш чат, где уже почти 3 тысячи человек. Там вы можете обсуждать новости, оперативно оказывать помощь и поддержку, общаться, ведь сейчас это действительно необходимо.\n\nЗалетайте➡️@","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","studentyBYChat","https://t.me/studentyBYChat","","","","","","","","","","","","","",""
