"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__photo","messages__edited","messages__reply_to_message_id","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","","","","","","","","","","","","","","У нас нет другого выбора, кроме как сносить этот режим. Они должны ответить за все пытки, зверства и убийства. Завтра и послезавтра ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","мы подходим к Финалу","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",".\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","ВОСКРЕСЕНЬЕ:\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","- Минск, 14.00, национальный марш ""За свободу"". Звоните заранее в двери всем своим соседям и вместе выходите в центр города. Как только займём всю площадь Независимости, выдвигаемся к Стеле и там призываем власть к ответу за преступления.\n- Регионы, 14.00. Таким же образом все города выходят на центральные площади и вызывают к ответу глав райсполкомов и РУВД.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","НАШИ ТРЕБОВАНИЯ:\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","- Немедленная свобода всем задержанным и полит.заключенным\n- Уход Лукашенко\n- Правосудие над виновными в убийствах и пытках\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","ПОНЕДЕЛЬНИК:\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","- Если наши требования не выполняются, весь Минск таким же образом занимает Партизанский проспект  и выдвигается к МЗКТ (куда Лукашенко планировал приехать). Ждём там ВСЕХ рабочих Минска, которые бастуют, чтобы заодно высказать им поддержку. Если Лукашенко не захочет отвечать перед народом и убежит, минчане идут на площадь Независимости и дают последний шанс чиновникам перейти на сторону народа.\n- В регионах бастующие рабочие точно также собираются в центре и дают последний шанс местной власти. А все остальные жители приходят их поддержать.\n\nБеларусы, ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","это ФИНАЛ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",". Мы не можем простить этот садизм и убийства. ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","ВЫХОДИТ АБСОЛЮТНО КАЖДЫЙ.","","","","","","","","","","","","","",""
"","","","8149","service","2020-08-15T10:26:40","","","","","","","","","","","","","","","","","","NEXTA Live","10003210496","pin_message","8148","","","","","",""
"","","","8150","message","2020-08-15T11:27:13","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","1280","720","‼️","","","","2020-08-15T11:27:21","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Момент убийства Александра Тарайковского. Герой идёт с поднятыми вверх руками на карателей — те попросту его расстреливают.","","","","","","","","","","","","","",""
"","","","8151","message","2020-08-15T11:30:08","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","1440","1080","Орша, Мозырь, Горки, Бобруйск за Перемены!","","","","","","","","","","","","","","","",""
"","","","8152","message","2020-08-15T11:30:09","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","137","1440","1080","","","","","","","","","","","","","","","","",""
"","","","8153","message","2020-08-15T11:30:09","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","720","1280","","","","","","","","","","","","","","","","",""
"","","","8154","message","2020-08-15T11:30:09","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","720","1280","","","","","","","","","","","","","","","","",""
"","","","8155","message","2020-08-15T11:48:34","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","47","1280","720","Масштабный мирный протест в Бресте","","","","","","","","","","","","","","","",""
"","","","8156","message","2020-08-15T11:49:39","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","720","1280","Атмосфера свободы!","","","","","8155","","","","","","","","","","",""
"","","","8157","message","2020-08-15T11:50:52","NEXTA Live","10003210496","","","","","","","1276","956","Сотни людей у здания Белтелерадиокомпании в Минске.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8158","message","2020-08-15T11:52:04","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","1280","720","Могилёвские медики против насилия!","","","","","","","","","","","","","","","",""
"","","","8159","message","2020-08-15T11:53:27","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","1280","720","Пхукет, Хабаровск, Прага поддерживают белорусов!","","","","","","","","","","","","","","","",""
"","","","8160","message","2020-08-15T11:53:27","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","1274","720","","","","","","","","","","","","","","","","",""
"","","","8161","message","2020-08-15T11:53:27","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","720","1280","","","","","","","","","","","","","","","","",""
"","","","8162","message","2020-08-15T11:53:28","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","720","1280","Тысячи людей в Бресте!","","","","","","","","","","","","","","","",""
"","","","8163","message","2020-08-15T11:55:44","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1280","720","У здания БТ продолжается акция.\n\nВ здании находятся пресс-секретарь Лукашенко Эйсмонт и его правая рука Кочанова — пытаются вешать телевизионщикам лапшу. Сотрудники БТ спрашивают у них, почему они не освещают главные события страны.","","","","","","","","","","","","","","","",""
"","","","8164","message","2020-08-15T12:05:08","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","640","640","Директор  завода  МЗКТ  публично признал проигрыш Лукашенко на президентских выборах.","","","","","","","","","","","","","","","",""
"","","","8165","message","2020-08-15T12:06:09","NEXTA Live","10003210496","","","","","","","","","Прямой эфир с места событий здесь:\n\n","","","","2020-08-15T12:11:13","8163","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","link","https://youtu.be/jbJJe_ymiz8","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","\n\nНапоминаем, что внутри бастуют сотрудники БТ (главные государственные каналы), а утихомирить их пытаются Наташа Эйсмонт (пресс-секретарь диктатора) и Наталья Кочанова (правая рука тирана). Интересно, смогут ли мирные демонстранты задать им вопросы?","","","","","","","","","","","","","","","",""
"","","","8166","message","2020-08-15T12:11:44","NEXTA Live","10003210496","","","","","","","960","1280","На Независимости сейчас так.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8167","message","2020-08-15T12:15:02","NEXTA Live","10003210496","","","","","","","956","1276","Судя по всему, новости на БТ завтра не выйдут. Забастовка операторов.","","","(File not included. Change data exporting settings to download.)","2020-08-15T12:15:11","8165","","","","","","","","","","",""
"","","","8168","message","2020-08-15T12:23:53","NEXTA Live","10003210496","","","","","","","1280","960","Агрогородок Рубежевичи с населением в 220 человек тоже солидарны!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8169","message","2020-08-15T12:23:53","NEXTA Live","10003210496","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8170","message","2020-08-15T12:29:23","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","22","720","1280","Российские футбольные фанаты поддерживают Беларусь. Спасибо!","","","","","","","","","","","","","","","",""
"","","","8171","message","2020-08-15T12:29:23","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1280","720","","","","","","","","","","","","","","","","",""
"","","","8172","message","2020-08-15T12:34:14","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","1280","720","Более 10 тысяч человек в Бресте!","","","","","","","","","","","","","","","",""
"","","","8173","message","2020-08-15T12:35:17","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","45","1280","720","Народ. Слуцк.","","","","","","","","","","","","","","","",""
"","","","8174","message","2020-08-15T12:38:45","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","1280","720","11-тысячный Клецк, кажется, не выходил ещё никогда.","","","","","","","","","","","","","","","",""
"","","","8175","message","2020-08-15T12:39:42","NEXTA Live","10003210496","","","","","","","960","1280","На здание БТ повесили флаг свободы!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8176","message","2020-08-15T12:40:43","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","","bold","Это видео — символ новой Беларуси! \n\n","","2020-08-15T12:44:41","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","В Смолевичах девушка верхом на коне скачет по улице своего свободного города с огромным национальным флагом.","","","","","","","","","","","","","","","",""
"","","","8177","message","2020-08-15T12:42:45","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","1280","720","На Пушкинской по-прежнему очень много людей!","","","","","","","","","","","","","","","",""
"","","","8178","message","2020-08-15T12:43:28","NEXTA Live","10003210496","","","","","","","1276","956","В Солигорске живут мирные люди.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8179","message","2020-08-15T12:46:59","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","720","1280","Орша поёт. Белорусы празднуют победу!","","","","","","","","","","","","","","","",""
"","","","8180","message","2020-08-15T12:47:51","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1280","720","Пушкинская — место начала белорусской свободы!","","","","","","","","","","","","","","","",""
"","","","8182","message","2020-08-15T12:51:10","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1920","1080","А тем временем на Плошчы люди мирно гуляют, машут БЧБ-флагами и чувствуют свободу. Перемены уже витают в воздухе!","","","","","","","","","","","","","","","",""
"","","","8183","message","2020-08-15T12:55:46","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","720","1280","Рогачёв за «Жыве Беларусь»!","","","","","","","","","","","","","","","",""
"","","","8184","message","2020-08-15T12:56:28","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","40","720","1280","На площади Независимости под Домом правительства — народные концерты.","","","","","","","","","","","","","","","",""
"","","","8185","message","2020-08-15T12:57:38","NEXTA Live","10003210496","Наша Нiва","","","","","","572","592","Сайт АНТ першым з дзяржаўных каналаў даў інфармацыю пра акцыі пратэсту. У кадры і плакат ""Уходи!"". Анлайн-вяшчанне АНТ цяпер з няясных прычын спыненае.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8186","message","2020-08-15T13:04:05","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","59","1280","720","Огромное количество людей в Солигорске!","","","","","","","","","","","","","","","",""
"","","","8187","message","2020-08-15T13:07:47","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","31","1920","1072","Дякуемо, браття!","","","","","","","","","","","","","","","",""
"","","","8188","message","2020-08-15T13:14:42","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","1280","720","Раков за перемены!","","","","","","","","","","","","","","","",""
"","","","8189","message","2020-08-15T13:31:41","NEXTA Live","10003210496","","","","","","","960","1280","В Молодечно каратели охраняют свою нору. Ой, ну то есть РОВД.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8190","message","2020-08-15T13:33:06","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","1280","720","В Гомеле тоже атмосфера праздника.","","","","","","","","","","","","","","","",""
"","","","8191","message","2020-08-15T13:35:30","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","61","1280","720","Свободная Беларусь прекрасна!","","","","","","","","","","","","","","","",""
"","","","8192","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","720","1280","","","","","","","","","","","","","","","","",""
"","","","8193","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","720","1280","","","","","","","","","","","","","","","","",""
"","","","8194","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","1280","720","","","","","","","","","","","","","","","","",""
"","","","8195","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","720","1280","","","","","","","","","","","","","","","","",""
"","","","8196","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","49","720","1280","","","","","","","","","","","","","","","","",""
"","","","8197","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","","","","","","","","","","","","","","","","",""
"","","","8198","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","720","1280","","","","","","","","","","","","","","","","",""
"","","","8199","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","720","1280","","","","","","","","","","","","","","","","",""
"","","","8200","message","2020-08-15T13:35:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","99","1280","720","","","","","","","","","","","","","","","","",""
"","","","8201","message","2020-08-15T13:46:43","NEXTA Live","10003210496","","","","","","","1280","960","Борисовский районный исполнительный комитет выглядит сейчас так. Мэр к людям так и не вышел.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8202","message","2020-08-15T13:46:43","NEXTA Live","10003210496","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8203","message","2020-08-15T13:46:43","NEXTA Live","10003210496","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8204","message","2020-08-15T13:47:20","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1280","720","В Ивацевичах водрузили национальный бело-красно-белый флаг.","","","","","","","","","","","","","","","",""
"","","","8205","message","2020-08-15T14:00:29","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","720","1280","Марш свободы в Новогрудке.","","","","","","","","","","","","","","","",""
"","","","8206","message","2020-08-15T14:01:31","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","1280","720","Осиповичи","","","","","","","","","","","","","","","",""
"","","","8207","message","2020-08-15T14:05:20","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1280","720","Калинковичи маршируют.","","","","","","","","","","","","","","","",""
"","","","8208","message","2020-08-15T14:07:40","NEXTA Live","10003210496","","","","","","","1276","956","На ул. Некрасова в Минске тоже появился БЧБ флаг.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8209","message","2020-08-15T14:11:54","NEXTA Live","10003210496","","","","","","","1276","956","Деревня Ходаково Минского района.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8210","message","2020-08-15T14:15:48","NEXTA Live","10003210496","","","","","","","960","1280","Пружаны!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8211","message","2020-08-15T14:15:48","NEXTA Live","10003210496","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8212","message","2020-08-15T14:16:48","NEXTA Live","10003210496","Беларусь головного мозга","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","118","640","360","⚡️К нам попали кадры того как Качанова в панике и сбиваясь пытается влить свою мантру в уши сотрудникам БТ. Ничего нового вы там не услышите. \nКачановой приходится повторять все то же, что годами и десятилетиями говорили по БТ, да только даже там ей веры уже нет никакой.","","","","","","","","","","","","","","","",""
"","","","8213","message","2020-08-15T14:21:11","NEXTA Live","10003210496","","","","","","","1276","956","Деревня Большая Ухолода Борисовского района: «На самом деле нас ещё больше»!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8214","message","2020-08-15T14:31:10","NEXTA Live","10003210496","Shraibman","","","","","","","","10 ПРИЧИН ПОЧЕМУ НЕ БУДЕТ ВТОРЖЕНИЯ РОССИИ\n\nЛукашенко заявил, что получит от Москвы «при первом же нашем запросе всестороннюю помощь по обеспечению безопасности Республики Беларусь», и упомянул ОДКБ в связи с этим. А теперь подробно, почему я не верю в эту страшилку. \n\n👉 Россия не спасает падающие режимы войсками. Вывезти лидера – да, спасать режим, у которого не осталось базы поддержки – нет. \n\nЕдинственное исключение – Сирия, но там уже была гражданская война, и российские войска не оккупировали территорию, в основном работали через авиаудары. Кого у нас бомбить? Цеха МТЗ и Белаза? Или бастующую Белтелерадиокомпанию?\n\n👉 Белорусы не хотят внешней интервенции и не хотят в состав России. Вот самый свежий ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","опрос Академии наук","","","","https://socio.bas-net.by/dinamika-otsenok-vneshnepoliticheskih-vektorov-belarusi-po-dannym-monitoringovyh-issledovanij-instituta-sotsiologii-nan-belarusi/","","","","","","","","","",""
"","","","","","","","","","","","","","","","",": за вступление в состав РФ – меньше 7%. За более тесный союз – меньше 25%. Остальные за дружбу независимых стран. Беларусь не Крым, который типа просил его спасать от фашистов. Тут розочек не будет. \n\n👉 Народ, который не просит его спасать, придется удерживать большой силой. Оккупационные войска в десятки тысяч человек. А если начнется партизанщина, которая почти неизбежна в таком случае и на таком общественном подъеме – сотни тысяч. И тысячи жертв. Более нежного пути просто нет.\n\n👉 Такая интервенция – это потеря белорусского народа еще более надолго, чем украинского. Народа, который сегодня дружелюбен к России. По опросам лаборатории Вардомацкого – больше 70% выступают за сегодняшний формат отношений – без границ и таможен, лишь 5-7% - за разрыв связей. \n\n👉 Добавьте к этому еще поток гробов домой, претензии собственного народа, которому не объяснили, что в Минске бандеровцы рвутся к власти, а также – беспрецедентно суровые санкции Запада.\n\n👉 А все ради чего? Ради не ухода Беларуси в ЕС? Сегодняшняя оппозиция за это не выступает. Да это и абсурдно при нынешней зависимости Минска от Москвы. Выход из ЕАЭС с закрытием доступа на российский рынок – это остановка всей экономики в течение месяца. Мы должны России больше 70% своего внешнего долга.\n\n👉 Вторжение не решает и проблему внутренней стабильности. Рабочие не вернутся на заводы, будет обвал банковской системы, придется вливать десятки миллиардов на гуманитарные нужды. А это пять Крымов по населению. Напомним, экономика России еще и сама не оправилась после коронавируса.\n\n👉 Протестующие не выступают с антироссийскими или прозападными лозунгами. Этой повестки нет вообще. Кремль не слепой и видит это. Россия приняла результаты таких же не связанных с внешней повесткой революций в Кыргызстане и Армении. \n\nМосква всегда переориентируется на побеждающую сторону. Особенно понимая, что эта сторона не более враждебна, чем власть, берущая российских граждан в предвыборные заложники. \n\n👉 Почитайте заявление Кремля после утреннего разговора с Лукашенко. Там много про дружбу народов и недругов, но ни слова про поддержку нынешнего белорусского президента. Кремль занял выжидающую позицию.\n\n👉 Для юристов. Устав ОДКБ не предусматривает военной помощи без внешней агрессии (вооруженного нападения, угрожающего безопасности, стабильности, территориальной целостности и суверенитету) на государство-члена. Лукашенко всю кампанию обвинял в этом россиян, а теперь пытается изобразить угрозу с Запада. \n\nНо ее в этой ситуации даже сложно придумать. По слухам, высокопоставленные россияне и европейцы уже созваниваются и посмеиваются с этих рассказов. Гибридное нападение со стороны Telegram-канала NEXTA в уставе ОДКБ не прописано. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","P.S. Для того чтобы не допустить такого сценария в будущем, переходной белорусской власти в случае победы не стоит на эйфории трогать советские памятники, менять символику или отменять государственный статус русского языка. Но учитывая, что дел будет море, а по всем доступным опросам, эти меры в Беларуси не поддерживает большинство, не вижу причины думать, что переходная власть свихнется и начнет этим вообще заниматься.","","","","","","","","","","","","","",""
"","","","8215","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","49","720","1280","Стемнело и по всей Беларуси начались фонарно-смартфонные шествия. Очень красиво. И символично😉","","","","2020-08-15T14:48:31","","","","","","","","","","","",""
"","","","8216","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","720","1280","","","","","","","","","","","","","","","","",""
"","","","8217","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","19","720","1280","","","","","","","","","","","","","","","","",""
"","","","8218","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","720","1280","","","","","","","","","","","","","","","","",""
"","","","8219","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","720","1280","","","","","","","","","","","","","","","","",""
"","","","8220","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","105","720","1280","","","","","","","","","","","","","","","","",""
"","","","8221","message","2020-08-15T14:47:25","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","720","1280","","","","","","","","","","","","","","","","",""
"","","","8222","message","2020-08-15T15:10:54","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","Атмосфера у БТ сейчас ✨","","","","","","","","","","","","","","","",""
"","","","8223","message","2020-08-15T15:11:54","NEXTA Live","10003210496","","","","","","","1023","575","","bold","‼️ГОМЕЛЬ! ПРОЩАЕМСЯ С УБИТЫМ ГЕРОЕМ!\n\n","(File not included. Change data exporting settings to download.)","2020-08-15T15:14:32","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Вторым ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","погибшим","","","","https://t.me/nexta_live/8133","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," от действий силовиков стал гомельчанин Александр Вихор. Прощание с ним состоится уже завтра.\n\n❗️","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","bold","Воскресенье, 12:00 Костюковка, храм Архангела Михаила.","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," Цветы, флаги, лампады и свечи.\n\nГЕРОИ НЕ УМИРАЮТ!","","","","","","","","","","","","","","","",""
"","","","8224","message","2020-08-15T15:17:00","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","854","480","Associated Press опубликовал видео с гибелью Тарайковского. Это хладнокровный расстрел человека в упор.\n\nУжас.","","","","","8113","","","","","","","","","","",""
"","","","8225","message","2020-08-15T15:27:31","NEXTA Live","10003210496","","","","","","","627","967","Ещё один сотрудник силовых структур подал рапорт на увольнение. Так держать!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","8245","message","2020-08-15T15:49:49","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","47","720","1280","Около СИЗО в Жодино продолжают дежурить люди. Волонтёры разбили там целую базу помощи. На месте есть вода, еда, кофе. Работают психологи и адвокаты. Омрачает только тот факт, что задержанных не выпускают. Не хотят и принимать передачи.\n\n","","","","2020-08-15T15:50:03","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","italic","«На Жодино не принимают передачки тем, кто был задержан 11 и после. Соки, таблетки, письма нельзя. Письма только по почте. Передачки от друзей не принимают, только родственники»","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""," — рассказывает нам наша подписчица. \n\nНапомним, что ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","text_link","есть специальный чат","","","","https://t.me/zhodino2020","","","","","","","","","",""
"","","","","","","","","","","","","","","","",", где вы можете предложить свою помощь по ситуации в Жодино.","","","","","","","","","","","","","","","",""
"","","","8246","message","2020-08-15T15:52:24","NEXTA Live","10003210496","Telegram Беларусь","","","","","","","","","","","","","","","","","","","За кого Вы проголосовали на выборах президента Республики Беларусь?","True","2406731","Андрей Дмитриев","12594","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Анна Канопацкая","5803","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Александр Лукашенко","94317","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Светлана Тихановская","1218056","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Сергей Черечень","13349","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Против всех","88647","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Я из Беларуси, но не голосовал","214764","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Я не из Беларуси","759201","False"
"","","","8247","message","2020-08-15T16:08:57","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","1280","720","Казахстан и Украина тоже с нами! Спасибо за вашу поддержку и солидарность! Мы это очень ценим!","","","","","","","","","","","","","","","",""
"","","","8248","message","2020-08-15T16:08:57","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","1280","720","","","","","","","","","","","","","","","","",""
