"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__text__href","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","","","","","","","",""," декларация о суверенитете Беларуси приняла статус конституционного закона — страна стала независимой!","","","","","","","","","","","","","","","","",""
"","","","9456","message","2020-08-25T03:18:07","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","На Пушкинской снова убрали цветы с мемориала Александра Тарайковского. Ничего святого!","","","","","","","","","","","","","","","","",""
"","","","9457","message","2020-08-25T03:31:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","Член координационного совета Павел Латушко прибыл в следственный комитет по ул. Фрунзе на допрос. Его встретила большая группа поддержки.\n\nЕще два члена Координационного совета сегодня предстанут перед судом за организацию и участие в несанкционированных массовых мероприятиях. \n\nСуд над политиком Ольгой Ковальковой назначен на 10:40. Слушание по делу Сергея Дылевского, руководителя забастовки Минского тракторного завода, уже начался.","","","2020-08-25T03:39:04","","","","","","","","","","","","","",""
"","","","9458","message","2020-08-25T03:31:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","","",""
"","","","9459","message","2020-08-25T04:27:17","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","720","1280","Сегодня в 15:00 учителя планируют встретится около Министерства образования по адресу ул. Советсякая 9 в Минске. \n\nЗачем: отреагировать на ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link","последние высказывания гражданина Лукашенко","","","","","","","https://t.me/nexta_live/9393","","","","","","","",""
"","","","","","","","","","",""," в адрес школы. \nУчителя не боятся угроз, у них может быть собственная точка зрения! \n\nВсех неравнодушных приглашаем поддержать учителей и присоединиться к митингу.","","","","","","","","","","","","","","","","",""
"","","","9460","message","2020-08-25T04:59:43","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","bold","Двое работников «телерадиокомпании «Витебск» объявили о забастовке \n\n","2020-08-25T05:00:19","","","","","","","","","","","","","",""
"","","","","","","","","","","","Автор и ведущая программы «Время Арт» Татьяна Ивановская и главный инженер Владимир Зайцев так прокомментировали своё решение:\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","«Не видя другого пути в разрешении ситуации, сложившейся в стране после выборов и с целью скорейшей нормализации обстановки мы присоединяемся к национальной забастовке до выполнения наших требований»","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". \n\nДавайте поддержим Владимира и Татьяну! Сейчас они находятся в здании телерадиокомпании по адресу ул. Коммунистическая 8 в Витебске.","","","","","","","","","","","","","","","","",""
"","","","9461","message","2020-08-25T04:59:43","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1080","810","","","","","","","","","","","","","","","","","",""
"","","","9462","message","2020-08-25T05:15:53","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","853","На протяжении двух недель каждый день сотрудники академии наук выходят на акции Солидарности. Вчера и сегодня по всем директорам прошёл устный приказ председателя президиума уволить всех, кто хоть ещё раз выйдет на акцию.\n\nУчёные не испугались мнимых репрессий и всё равно готовы выйти. Им очень нужна ваша поддержка! \n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Приходите к Президиуму Академии наук на Независимости 66 в 13:00 и поддержите учёных!","","","","","","","","","","","","","","",""
"","","","9463","message","2020-08-25T05:36:54","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","","bold","Бастующие получат помощь! Важное сообщение от стачкома «Беларуськалия» для жителей Солигорска\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","«Всем, кто не выходит на работу и участвует в стачке, либо собирается это делать, большая просьба приходить в офис Белорусского независимого профсоюза в Солигорске по ул. Богомолова 13А либо на центральную площадь города (в указанное стачкомом время) и отмечаться в списках стачки. Это необходимо для того, чтобы получать финансовую компенсацию из стачечных фондов на время вашей стачки, когда вы остаётесь без заработной платы. В дальнейшем можно будет писать заявления по поводу ваших кредитов, рассрочек и т.д. На это также будут выделяться деньги. \n\nК счастью, средств для объявивших стачку собрано уже огромное количество. Только в одной Беларуси собрано ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","около 2 млн. евро","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic",", не говоря уже про помощь от различных зарубежных фондов и помощь Евросоюза ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","- ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","53 млн. евро","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic",".\n\nТе кто в стачке, и те, кто собирается стачковать, пожалуйста, не забываем про это и записываемся.\n\nВсем заранее спасибо!»","","","","","","","","","","","","","","",""
"","","","9464","message","2020-08-25T05:48:52","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","720","1280","В Молодечно началась церемония прощания с","","","2020-08-25T05:53:57","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link"," Никитой Кривцовым","","","","","","","https://t.me/nexta_live/9177","","","","","","","",""
"","","","","","","","","","","",". Перед этим гроб с телом парня вывезли на центральный стадион — Никита был болельщиком футбольного клуба «Молодечно». Попрощаться с парнем уже пришло более 100 человек.\n\nФото — «Наша Ніва».","","","","","","","","","","","","","","","","",""
"","","","9465","message","2020-08-25T05:48:53","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","","","","",""
"","","","9466","message","2020-08-25T06:22:24","NEXTA Live","10003210496","","1280","720","Около Академии наук, где сейчас проходит митинг учёных, милиция просит людей разойтись. Тихари снимают всех на камеру.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","9462","","","","","","",""
"","","","9467","message","2020-08-25T06:26:12","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","960","Очень много людей собралось на Академии наук, чтобы принять участие в акции Солидарности учёных.","","","","","","","","","","","","","","","","",""
"","","","9468","message","2020-08-25T06:31:18","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","960","1280","Медики 6-й городской клинической больницы отделения терапевтического корпуса в Минске вышли на акцию против насилия.","","","","","","","","","","","","","","","","",""
